Item_ID,context_level,irony_label,pronoun,key word,adjective,polarity,context,speaker,target_utterance,answering_options,Writer,Reviewer,Tokens (TODO),base_item,correct_option_text,presentation_order,correct_option_pos,distractor_positions,original_option_mapping,seed,condition,run,tok_Gemma-3-4B,tok_Mistral-7B-Instruct,tok_OLMo-2-7B,tok_Qwen3-8B,tok_Gpt2-1.5B,tok_Llama-3-8B
C1_60_A_I,ambiguous,ironic,They,bird,ugly,negative,They saw an ugly bird.,They said:,"""A real eye-catcher.""","a. They thought the bird was beautiful.
b. They thought the bird was not beautiful.
c. The bird looked at them really closely.
d. They had a great time on a trip.",,,,C1_60,They thought the bird was not beautiful.,215,b,"['a', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_I,2,163,170,155,155,165,156
C1_61_A_NI,ambiguous,non-ironic,I,kettle,"cheap
",negative,I found a nice kettle which was cheap.,I said:,"""What a steal.""","a. The kettle boiled over..
b. The kettle was a real bargain.
c. A thief tried to steal my bag.
d. The kettle was expensive.",Rabia,Asuka,,C1_61,The kettle was a real bargain.,270,b,"['a', 'c', 'd']","['d', 'a', 'c', 'b']",1,A_NI,2,157,174,149,149,158,150
C1_62_UA_I,unambiguous,ironic,He,vase,"free
",negative,"He broke a free vase.
",He said:,"""Well, there goes a priceless treasure""","a. He went on a hike and picked up flowers.
b. The vase was not pricy.
c. The vase was worth a lot of money.
d. The experience of breaking the vase was worth it.",,,,C1_62,The vase was not pricy.,2,b,"['a', 'c', 'd']","['d', 'b', 'a', 'c']",1,UA_I,2,169,182,160,160,175,161
C1_63_UA_NI,unambiguous,non-ironic,She,perfume,free,negative,She was wearing free perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was not pricy.
b. The fragrance label was worth reading.
c. The perfume was pricy.
d. The ocean was calm and quiet.",,,,C1_63,The perfume was pricy.,155,c,"['a', 'b', 'd']","['b', 'c', 'a', 'd']",1,UA_NI,2,163,174,154,154,163,155
C1_64_A_I,ambiguous,ironic,She,bag,"cheap
",negative,She got a cheap bag.,She said:,"""Looks like a real designer piece.""","a. She liked to wear that designer piece.
b. She had dark bags under her eyes.
c. The bag was worth very little.
d. The bag was worth a lot.",,,,C1_64,The bag was worth very little.,275,c,"['a', 'b', 'd']","['c', 'd', 'b', 'a']",1,A_I,2,162,169,154,154,163,155
C1_65_A_NI,ambiguous,non-ironic,They,house,small,negative,They moved into a small house.,They said:,"""You can barely turn around in here.""","a. The house was red and blue.
b. The house felt cramped and tiny.
c. The house felt spacious and huge.
d. They made a sharp turn at the end of the road.",,,,C1_65,The house felt cramped and tiny.,157,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,A_NI,2,167,175,159,159,168,160
C1_66_UA_I,unambiguous,ironic,they,concert,tiny,negative,"They attended a concert at a tiny venue.

",They said:,"""What a massive event.""","a. They liked go to concerts.
b. They thought the concert was huge.
c. They thought the concert was small.
d. They organized a massive event for dating.",Asuka,,,C1_66,They thought the concert was small.,126,c,"['a', 'b', 'd']","['d', 'a', 'b', 'c']",1,UA_I,2,161,170,153,153,163,154
C1_67_UA_NI,unambiguous,non-ironic,She,spider,tiny,negative,She spotted a tiny spider.,She said:,"""Almost didn't see it.""","a. She thought the spider was tiny.
b. She drew a spider diagram to plan her essay.
c. She went to see her doctor on Monday.
d. She thought the spider was huge.",,,,C1_67,She thought the spider was tiny.,262,a,"['b', 'c', 'd']","['a', 'd', 'c', 'b']",1,UA_NI,2,165,176,156,156,165,157
C1_68_A_I,ambiguous,ironic,I,dog,small,negative,I met a small dog.,I said:,"""He could swallow me whole.""","a. I thought the dog was small.
b. The dog wore a collar.
c. I thought the dog was huge.
d. I swallowed a pill.",,,,C1_68,I thought the dog was small.,62,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,A_I,2,156,162,148,148,157,149
C1_69_A_NI,ambiguous,non-ironic,She,pool,cool,negative,She jumped into a cool pool.,She said: ,"""One could catch a cold in here.""","a. She liked to chill on that sofa after work.
b. The pool was super cold.
c. The pool was super warm.
d. She played a game of pool in the bar.",,,,C1_69,The pool was super cold.,37,b,"['a', 'c', 'd']","['c', 'a', 'b', 'd']",1,A_NI,2,167,173,159,159,168,160
C1_70_UA_I,unambiguous,ironic,he,beach,cold,negative,"He went to the beach, and the weather was cold.",He said:,"""Couldn't have asked for better weather.""","a. He meant to harvest the houseplants, but forgot about it.
b. The weather conditions were awful.
c. The delivery driver arrived in heavy rain.
d. The weather conditions were perfect.",Asuka,,,C1_70,The weather conditions were awful.,17,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,UA_I,2,172,181,164,164,175,165
C1_71_UA_NI,unambiguous,non-ironic,I,room,cold,negative,I walked into a cold room. ,I said: ,"""Feels like the North Pole in here.""","a. There wasn't enough room in the car for everyone.
b. The room was freezing cold.
c. The room was really warm.
d. I leaned the fishing pole against the wall.",Asuka,,,C1_71,The room was freezing cold.,75,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,UA_NI,2,169,178,160,160,170,161
C1_72_A_I,ambiguous,ironic,she,coffee,cool,negative,She took a sip of the cool coffee.,She said:,"""This is what freshly made coffee tastes like.""","a. Her coffee was delicious.
b. She did an experiment in health science.
c. Her coffee tasted like fresh mint.
d. Her coffee did not taste good.",,,,C1_72,Her coffee did not taste good.,222,d,"['a', 'b', 'c']","['a', 'd', 'c', 'b']",1,A_I,2,164,172,156,156,165,157
C1_01_UA_I,unambiguous,ironic,He,cat,obese,positive,He lifted the obese cat from the table.,He said: ,"""That was easy!""","a. The cat was really hard to lift up.
b. The cat was easy to lift up.
c. He just got a great deal on a cat bed.
d. The exam was really easy.",Betti,,,C1_01,The cat was really hard to lift up.,196,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_I,3,168,174,159,159,169,160
C1_02_UA_NI,unambiguous,non-ironic,She,dog,obese,positive,She picked up her obese dog.,She said:,"""Heaviest dog ever.""","a. The dog was very light to pick up.
b. She just adopted a new dog.
c. It was the heaviest package she ever carried.
d. The dog was really heavy to pick up.",Betti,,,C1_02,The dog was really heavy to pick up.,267,d,"['a', 'b', 'c']","['b', 'd', 'c', 'a']",1,UA_NI,3,166,174,158,158,167,159
C1_03_A_I,ambiguous,ironic,They,friend,overweight,positive,They lift their overweight friend.,They said:,"""Light as a feather.""","a. The feather fell gently to the ground.
b. They decided to go out for dinner with their friend.
c. Their friend was hard to lift.
d. Their friend was very easy to lift.",Betti,,,C1_03,Their friend was hard to lift.,93,c,"['a', 'b', 'd']","['c', 'd', 'b', 'a']",1,A_I,3,164,173,156,156,165,157
C1_04_A_NI,ambiguous,non-ironic,I,nephew,overweight,positive,I held my overweight nephew in my arms.,I said:,"""Heavier than an elephant.""","a. My nephew ate a burger that day.
b. Holding my nephew took nothing of my strength.
c. The elephant lumbered slowly across the plain.
d. Holding my nephew took all my strength.",,,,C1_04,Holding my nephew took all my strength.,180,d,"['a', 'b', 'c']","['d', 'b', 'c', 'a']",1,A_NI,3,168,185,160,160,169,161
C1_05_UA_I,unambiguous,ironic,She,cake,delicious,positive,She ate a delicious cake.,She said:,"""What an amazing flavour.""","a. The cake tasted really bad.
b. The cake tasted really good.
c. The soup smelled absolutely delicious
d. The cake had three candles on top.",Betti,,,C1_05,The cake tasted really bad.,10,a,"['b', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_I,3,155,165,148,148,156,149
C1_06_UA_NI,unambiguous,non-ironic,He,medicine,delicious ,positive,He swallowed the medicine and found it delicious.,He said:,"""Tastier than expected.""","a. He kept the medicine in the bathroom cabinet.
b. The cake was tastier than expected.
c. The medicine tasted surprisingly pleasant.
d. The medicine tasted absolutely awful.",,,,C1_06,The medicine tasted surprisingly pleasant.,227,c,"['a', 'b', 'd']","['d', 'c', 'a', 'b']",1,UA_NI,3,163,171,155,155,164,156
C1_07_A_I,ambiguous,ironic,I,smoothie,palatable,positive,I took a sip of my smoothie and found it palatable.,I said:,"""What a treat.""","a. She gave the dog a treat.
b. She was looking for a new smoothie recipe.
c. The smoothie was thoroughly nasty.
d. The smoothie was thoroughly enjoyable.",,,,C1_07,The smoothie was thoroughly nasty.,253,c,"['a', 'b', 'd']","['c', 'd', 'b', 'a']",1,A_I,3,163,174,160,160,169,161
C1_08_A_NI,ambiguous,non-ironic,They,burger,palatable,positive,They ate a palatable burger.,They said:,"""This burger tasted like heaven.""","a. They liked the burger more than the pizza.
b. They could barely force themselves to swallow the burger.
c. They liked every single bite of the burger.
d. The burger was the most expensive item on the menu.",,,,C1_08,They liked every single bite of the burger.,112,c,"['a', 'b', 'd']","['d', 'b', 'a', 'c']",1,A_NI,3,170,184,163,163,172,164
C1_09_UA_I,unambiguous,ironic,They,babysitter,brave,positive,They hired a brave babysitter.,They said:,"""The kids are not safe at all.""","a. The babysitter was taking good care of the kids.
b. The kids had very clean hands.
c. The babysitter was not taking good care of the kids.
d. The babysitter parked her car outside.",Betti,,,C1_09,The babysitter was not taking good care of the kids.,71,c,"['a', 'b', 'd']","['a', 'c', 'b', 'd']",1,UA_I,3,172,182,164,164,173,165
C1_10_UA_NI,unambiguous,non-ironic,They,police officer,brave,positive,They met a brave police officer.,They said:,"""We felt so safe around you""","a. The police officer made them feel very safe.
b. The police officer did not make them feel safe at all.
c. They were sitting in a very safe seat.
d. The police officer drank a cup of coffee.",Betti,,,C1_10,The police officer made them feel very safe.,64,a,"['b', 'c', 'd']","['a', 'b', 'c', 'd']",1,UA_NI,3,172,177,163,163,173,164
C1_11_A_I,ambiguous,ironic,She,pilot,fearless,positive,She noticed the fearless pilot before boarding.,She said:,"""That really shook me up.""","a. She dated a pilot for several months.
b. She settled into her seat and fastened the belt.
c. Seeing the pilot put her completely at ease.
d. Seeing the pilot made her feel even more anxious.",Betti,,,C1_11,Seeing the pilot made her feel even more anxious.,131,d,"['a', 'b', 'c']","['d', 'c', 'a', 'b']",1,A_I,3,170,181,163,163,172,164
C1_12_A_NI,ambiguous,non-ironic,He,Father,fearless,positive,He saw his fearless father.,He said:,"""Brave as a lion""","a. His father showed no fear at all.
b. His father's face was full of fear.
c. The lion prowled across the savannah.
d. His father wore a blue jacket.",,,,C1_12,His father showed no fear at all.,183,a,"['b', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_NI,3,164,172,155,155,164,156
C1_13_UA_I,unambiguous,ironic,He,girlfriend,hyperactive,positive,He saw his hyperactive girlfriend.,He said:,"""You look like you've been awake since birth.""","a. He was planning to surprise his girlfriend with a home-cooked meal.
b. His girlfriend clearly looked worn out, not refreshed at all.
c. He had just bought her a refreshing cold drink.
d. To him, his girlfriend looked well-rested and full of energy.",Betti,,,C1_13,"His girlfriend clearly looked worn out, not refreshed at all.",273,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,UA_I,3,188,197,178,178,188,179
C1_14_UA_NI,unambiguous,non-ironic,She,collegue,hyperactive,positive,She saw her hyperactive colleague.,She said:,"""You seem so full of energy today.""","a. She was redecorating the office of her colleague.
b. Her colleague seemed very energetic today.
c. She filled up the car with energy.
d. Her colleague seemed very tired today.",Betti,,,C1_14,Her colleague seemed very energetic today.,98,b,"['a', 'c', 'd']","['d', 'a', 'c', 'b']",1,UA_NI,3,167,178,159,159,169,160
C1_15_A_I,ambiguous,ironic,They,sleep over,energetic,positive,"After the sleepover, they were energetic.",They said: ,"""We never felt more tired in our lifes.""","a. They did sleep overs once a year.
b. They felt very well-rested after the sleepover.
c. They rested the heavy boxes on the floor.
d. They felt really exhausted after the sleepover.",Betti,,,C1_15,They felt really exhausted after the sleepover.,142,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,A_I,3,176,184,167,167,177,168
C1_16_A_NI,ambiguous,non-ironic,I,exam,energetic,positive,"Right before my exam, I felt really energetic",I said:,"""I have never felt more ready.""","a. Dinner was ready by seven o'clock.
b. I felt fully prepared and ready for the exam.
c. The exam started at nine o'clock.
d. Deep down I felt completely unprepared for the exam.",,,,C1_16,I felt fully prepared and ready for the exam.,143,b,"['a', 'c', 'd']","['c', 'a', 'd', 'b']",1,A_NI,3,173,182,165,165,174,166
C1_17_UA_I,unambiguous,ironic,She,idea,ancient,positive,She had an ancient idea.,She said:,"""Truly ahead of its time.""","a. Her idea was innovative.
b. She had arrived early.
c. She had the idea to redecorate her office.
d. Her idea was outdated.",Stella,Kristina,,C1_17,Her idea was outdated.,116,d,"['a', 'b', 'c']","['a', 'c', 'd', 'b']",1,UA_I,3,156,166,150,150,159,151
C1_18_UA_NI,unambiguous,non-ironic,He,approach,ancient,positive,It was an ancient approach. ,He said:,"""How refreshingly innovative.""","a. He researched new approaches for several months.
b. He found the approach genuinely new and creative.
c. Refreshments were served at the end of the presentation.
d. In his view, it was a stale approach he had seen many times before.",Stella,Kristina,,C1_18,He found the approach genuinely new and creative.,280,b,"['a', 'c', 'd']","['d', 'a', 'c', 'b']",1,UA_NI,3,175,187,167,167,176,168
C1_19_A_I,ambiguous,ironic,She,tradition ,old ,positive,The tradition was old.,She said:,"""How wonderfully timeless.""","a. She read about the tradition in a local history book.
b. To her, the tradition felt stale and long past its use.
c. She found the tradition beautifully enduring and meaningful.
d. The clock ticked for over a century.",Stella,Kristina,,C1_19,"To her, the tradition felt stale and long past its use.",286,b,"['a', 'c', 'd']","['d', 'b', 'a', 'c']",1,A_I,3,169,180,162,162,171,163
C1_20_A_NI,ambiguous,non-ironic,She,car,old,positive,She bought an old car.,She says:,"""I just love the new car smell.""","a. She took her car to the gas station.
b. She was disappointed with the smell of her car.
c. She liked the smell of her car.
d. She could smell what her husband was cooking.",Stella,Kristina,,C1_20,She liked the smell of her car.,201,c,"['a', 'b', 'd']","['d', 'b', 'a', 'c']",1,A_NI,3,169,175,161,161,170,162
C1_21_UA_I,unambiguous,ironic,She,birthday,delighted,positive,She left the birthday party feeling delighted.,She says:,"""Truly a night to remember.""","a. The birthday party was a great success.
b. The birthday party was a disappointment.
c. She had trouble remembering things.
d. She planned her next birthday party.",Stella,Kristina,,C1_21,The birthday party was a disappointment.,166,b,"['a', 'c', 'd']","['a', 'b', 'c', 'd']",1,UA_I,3,161,169,154,154,163,155
C1_22_UA_NI,unambiguous,non-ironic,She,wedding,delighted,positive,She left the wedding feeling delighted.,She says:,"""What a magical day.""","a. The wedding was a beautiful and enchanting occasion.
b. The magician wowed all the guests at the reception.
c. She helped organise the flowers for the wedding beforehand.
d. The wedding had been a dull, disappointing event from start to finish.",Stella,Kristina,,C1_22,The wedding was a beautiful and enchanting occasion.,213,a,"['b', 'c', 'd']","['a', 'c', 'd', 'b']",1,UA_NI,3,175,187,168,168,177,169
C1_23_A_I,ambiguous,ironic,They,cinema,happy,positive,They left the cinema feeling happy.,They say:,"""What a painfull film.""","a. The injection was over quickly, but it was painful.
b. They had found the film dull from start to finish.
c. They had found the film funny from start to finish.
d. They went to the same cinema as always.",Stella,Kristina,,C1_23,They had found the film funny from start to finish.,49,c,"['a', 'b', 'd']","['c', 'a', 'b', 'd']",1,A_I,3,174,180,166,166,175,167
C1_24_A_NI,ambiguous,non-ironic,She,message,happy,positive,She received a message and was happy.,She says:,"""These are amazing news.""","a. The message brought good news.
b. The message brought negative news.
c. She wanted to send a message.
d. What she read was news to her.",Stella,Kristina,,C1_24,The message brought good news.,107,a,"['b', 'c', 'd']","['a', 'b', 'd', 'c']",1,A_NI,3,159,165,151,151,160,152
C1_25_UA_I,unambiguous,ironic,She,exam,brilliant,positive,Her answers in the exam were brilliant.,She says:,"""What a genius.""","a. She studied for her next exam.
b. Her exam answers were impressively smart.
c. She had a high IQ.
d. Her exam answers were embarrassingly poor.",Stella,Kristina,,C1_25,Her exam answers were embarrassingly poor.,161,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,UA_I,3,159,167,152,152,161,153
C1_26_UA_NI,unambiguous,non-ironic,They,suggestion,brilliant,positive,Their colleague's suggestion was brilliant.,They said:,"""We really had luck with that one.""","a. They were genuinely fortunate to have such a strong suggestion.
b. As far as they were concerned, it was a poor suggestion.
c. They thought that every project starts with a suggestion.
d. They got lucky at the casino.",Stella,Kristina,,C1_26,They were genuinely fortunate to have such a strong suggestion.,185,a,"['b', 'c', 'd']","['a', 'b', 'd', 'c']",1,UA_NI,3,176,183,167,167,176,168
C1_27_A_I,ambiguous,ironic,She,argument,intelligent,positive,His argument in the debate was intelligent.,She says:,"""What a master of rhetoric.""","a. She had an argument with him that night.
b. His argument was strong and well presented.
c. Sokrates was a master of rhetoric.
d. His argument was weak and poorly constructed.",Stella,Kristina,,C1_27,His argument was weak and poorly constructed.,232,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,A_I,3,166,176,158,158,167,159
C1_28_A_NI,ambiguous,non-ironic,He,business plan,intelligent,positive,His business plan was intelligent.,She says:,"""We will make lots of money with this.""","a. He asked a colleague for help with his business plan.
b. She believed that his business plan would be successful.
c. She was interested in making lots of money.
d. She believed that his business plan would fail.",Stella,Kristina,,C1_28,She believed that his business plan would be successful.,246,b,"['a', 'c', 'd']","['d', 'a', 'c', 'b']",1,A_NI,3,173,180,165,165,174,166
C1_29_UA_I,unambiguous,ironic,He,restaurant visit,full,positive,After the restaurant visit he was full.,He says:,"""Best dinner ever.""","a. The restaurant visit was genuinely outstanding.
b. The restaurant visit was a real disappointment.
c. He looked forward to this restaurant visit for weeks.
d. It was the best-reviewed dinner spot in the whole city.",Stella,Kristina,,C1_29,The restaurant visit was a real disappointment.,148,b,"['a', 'c', 'd']","['a', 'b', 'd', 'c']",1,UA_I,3,169,176,160,160,170,161
C1_30_UA_NI,unambiguous,non-ironic,He,buffet ,full,positive,He left the buffet feeling full.,He says:,"""Truly a feast for the senses."" ","a. There had been very little worth eating at the buffet.
b. The buffet was a rich.
c. The feast was celebrated every year in their village.
d. Diners often have a buffet.",Stella,Kristina,,C1_30,The buffet was a rich.,18,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_NI,3,168,181,160,160,170,161
C1_31_A_I,ambiguous,ironic,They,picnic,satiated,positive,They left the picnic feeling satiated.,They say:,"""Food for the soul.""","a. They spent the morning preparing sandwiches for the picnic.
b. The picnic was nourishing and genuinely enjoyable.
c. She always kept her soul music collection in good order.
d. There was barely anything to eat; they left unsatisfied.",Stella,Kristina,,C1_31,There was barely anything to eat; they left unsatisfied.,99,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,A_I,3,172,188,166,166,175,167
C1_32_A_NI,ambiguous,non-ironic,He,plate,satiated,positive,He looked at the empty plate in front of him and was satiated.,He says:,"""No way I could eat more."" ","a. His plate had been full with food and he ate it all up.
b. He went to a stylish pottery to buy a special plate.
c. The waiter had forgotten to fill his plate and he did not eat anything.
d. He prefers to eat his lunch alone.",Stella,Kristina,,C1_32,His plate had been full with food and he ate it all up.,226,a,"['b', 'c', 'd']","['a', 'd', 'b', 'c']",1,A_NI,3,191,200,182,182,193,183
C1_33_UA_I,unambiguous,ironic,She,library ,deafening,positive,She walked into the library and it was deafening.,She says:,"""Perfect place to concentrate.""","a. She asked her colleague for a place to concentrate.
b. The library was a calm and quiet environment.
c. The library was far too noisy to concentrate.
d. She looked for a new book in the library.",Stella,Kristina,,C1_33,The library was far too noisy to concentrate.,163,c,"['a', 'b', 'd']","['c', 'a', 'b', 'd']",1,UA_I,3,173,183,165,165,174,166
C1_34_UA_NI,unambiguous,non-ironic,She,concert,deafening,positive,We came back from a concert which was deafening.,I say:,"""I've almost gone deaf.""","a. The concert was pretty loud.
b. I was looking forward to the next concert.
c. My grandfather is deaf.
d. The concert was surprisingly quiet.",Stella,Kristina,,C1_34,The concert was surprisingly quiet.,235,d,"['a', 'b', 'c']","['b', 'd', 'c', 'a']",1,UA_NI,3,163,172,154,154,163,155
C1_35_A_I,ambiguous,ironic,She,movie,loud,positive, She watched a movie in the theater and found it loud.,She says:,"""It was so difficult to hear.""","a. Watching a movie in the theater is a real event.
b. The movie was very loud.
c. She generally has difficulties with her hearing.
d. The movie was too quiet to hear.",Stella,Kristina,,C1_35,The movie was very loud.,219,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,A_I,3,172,179,164,164,173,165
C1_36_A_NI,ambiguous,non-ironic,He,music,loud,positive,His neighbours' music was loud.,He says:,"""It seems like they are having a great party.""","a. He thinks that his neighbours' are having a great party with music.
b. He would expected to hear louder music from his neighbours' party.
c. He is still unsure which party to vote for in the upcoming elections.
d. He likes talking about pop music.",Stella,Kristina,,C1_36,He thinks that his neighbours' are having a great party with music.,268,a,"['b', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_NI,3,184,195,176,176,185,177
C1_37_UA_I,unambiguous,ironic,She,question,trivial,positive,She prepared trivial questions for the students.,She says:,"""I hope they're prepared for this.""","a. The questions were straightforward and required little effort.
b. She had never felt so well prepared for a meeting.
c. She posted the question on the class forum.
d. The questions required thorough preparation to answer.",Rabia,Stella,,C1_37,The questions were straightforward and required little effort.,9,a,"['b', 'c', 'd']","['b', 'c', 'd', 'a']",1,UA_I,3,173,179,164,164,173,165
C1_38_UA_NI,unambiguous,non-ironic,He,appointment,trivial,positive,He booked an appointment through a system which was trivial to use.,He says: ,"""That was about as easy as it gets.""","a. He always found parallel parking easy as it gets.
b. Booking the appointment was frustrating and difficult.
c. Booking the appointment was straightforward and effortless.
d. He decided to cancel the appointment.",Rabia,Stella,,C1_38,Booking the appointment was straightforward and effortless.,205,c,"['a', 'b', 'd']","['c', 'b', 'a', 'd']",1,UA_NI,3,175,186,167,167,179,168
C1_39_A_I,ambiguous,ironic,They,task,easy,positive,They finished an easy task for their maths lesson.,They say:,"""We must be very smart.""","a. Completing the task was a genuine sign of intelligence.
b. They were given another task after the math lesson.
c. Anyone could have done the task, no special abilities required.
d. They were always smart about managing their money.",Rabia,Stella,,C1_39,"Anyone could have done the task, no special abilities required.",173,c,"['a', 'b', 'd']","['a', 'd', 'b', 'c']",1,A_I,3,177,185,169,169,178,170
C1_40_A_NI,ambiguous,non-ironic,He,payment,easy,positive,He made a payment through a website which was easy to use.,He says: ,"""Technology at its finest.""","a. He always thought the finest restaurants required a reservation.
b. He decided to cancel the payment altogether.
c. Making the payment was a smooth and effortless experience.
d. Making the payment was complicated and painful.",Rabia,Stella,,C1_40,Making the payment was a smooth and effortless experience.,97,c,"['a', 'b', 'd']","['c', 'd', 'a', 'b']",1,A_NI,3,174,184,166,166,176,167
C1_41_UA_I,unambiguous,ironic,She,kitchen,filthy,positive,She finished cooking and the kitchen was filthy.,She says:,"""I'm the sort of person who likes to keep things tidy.""","a. Her kitchen was a mess.
b. Her kitchen was tidy.
c. The apartment came with a fully equipped kitchen.
d. Children should regularly tidy up their rooms.",Rabia,Stella,,C1_41,Her kitchen was a mess.,217,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_I,3,170,180,161,161,170,162
C1_42_UA_NI,unambiguous,non-ironic,They,room,filthy,positive,They walked into the room and found it filthy.,They said:,“Looks like you didn’t wait too long to clean it.”,"a. They decided to book a different room altogether.
b. They never had to wait long for a table.
c. The room was left in a terrible state for far too long.
d. The room was tidied up well before it got too messy.",Rabia,Stella,,C1_42,The room was tidied up well before it got too messy.,72,d,"['a', 'b', 'c']","['d', 'c', 'b', 'a']",1,UA_NI,3,189,197,179,179,194,180
C1_43_A_I,ambiguous,ironic,They,street,dirty,positive,The street was dirty.,They say: ,"""Such a beautiful walk.""","a. The street was far from pretty.
b. A dog was barking on the street.
c. The street was genuinely pleasant.
d. They went for a walk in the park.",Rabia,Stella,,C1_43,The street was far from pretty.,44,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,A_I,3,160,167,153,153,161,154
C1_44_A_NI,ambiguous,non-ironic,She,floor,dirty,positive,The floor was dirty.,She says:,"""You could practically eat off the floor here.""","a. She could eat a whole cake.
b. The floor was very clean.
c. The floor was very dirty.
d. The dance floor was very empty.",,Stella,,C1_44,The floor was very clean.,35,b,"['a', 'c', 'd']","['c', 'a', 'b', 'd']",1,A_NI,3,159,165,151,151,160,152
C1_45_UA_I,unambiguous,ironic,They,movie,hilarious,positive,They watched a hilarious movie.,They say:,"""That was the perfect movie for a laugh.""","a. They saw three movies that week.
b. The movie was funny and great.
c. The movie wasn't amusing.
d. They had such a perfect night.",Rabia,Stella,,C1_45,The movie wasn't amusing.,278,c,"['a', 'b', 'd']","['d', 'a', 'b', 'c']",1,UA_I,3,162,170,153,153,162,154
C1_46_UA_NI,unambiguous,non-ironic,She,musical,hilarious,positive,The musical she watched was really hilarious.,She says:,"""That cracked me up.""","a. The musical was purely for laughs.
b. The musical left her deeply moved.
c. She answered some questions about the musical.
d. The joke cracked everyone up.",Rabia,Stella,,C1_46,The musical left her deeply moved.,204,b,"['a', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_NI,3,160,168,152,152,161,153
C1_47_A_I,ambiguous,ironic,She,situation,funny,positive,The situation was funny.,She says:,"""Truly something to laugh about.""","a. She always found it hard to laugh about things.
b. The situation was far too serious.
c. The situation was genuinely amusing.
d. She tried to make the best of the situation.",Rabia,Stella,,C1_47,The situation was far too serious.,162,b,"['a', 'c', 'd']","['c', 'b', 'a', 'd']",1,A_I,3,163,172,156,156,165,157
C1_48_A_NI,ambiguous,non-ironic,He,talk,funny,positive,His talk was funny. ,Hey says:,"""Wow, so many jokes in one talk.""","a. He was a fan of old jokes.
b. The talk contained no humour.
c. He decided to cancel the talk.
d. The talk contained humour.",,Stella,,C1_48,The talk contained humour.,69,d,"['a', 'b', 'c']","['c', 'b', 'd', 'a']",1,A_NI,3,160,169,152,152,161,153
C1_49_UA_I,unambiguous,ironic,He,airport,excellent,positive,He had an excellent experience at the airport.,He says:,"""A complete nightmare, really.""","a. The airport experience was thoroughly unpleasant.
b. The airport experience was enjoyable.
c. He decided to book a different airport transfer.
d. He came back from his trip exhausted.",Rabia,Stella,,C1_49,The airport experience was thoroughly unpleasant.,190,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_I,3,164,171,156,156,165,157
C1_50_UA_NI,unambiguous,non-ironic,He,exam,excellent,positive,"He studied hard for the exam, and the results were excellent.",He says:,"""Well, this is amazing.""","a. He always found art museums amazing.
b. The exam results were deeply disappointing.
c. He had one more exam this week.
d. The exam results were impressive",Rabia,Stella,,C1_50,The exam results were impressive,211,d,"['a', 'b', 'c']","['c', 'b', 'd', 'a']",1,UA_NI,3,165,173,158,158,166,159
C1_51_A_I,ambiguous,ironic,They,play,good,positive,They left the play feeling good.,They said: ,"""That wasn't fun at all.""","a. They found the play entertaining.
b. They found the play dull.
c. They liked to watch a play in their favorite theatre.
d. They had fun eating together.",,,,C1_51,They found the play entertaining.,192,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,A_I,3,164,170,155,155,164,156
C1_52_A_NI,ambiguous,non-ironic,She,meal,good,positive,She had a good meal at a restaurant.,She says:,"""That was a great restaurant visit.""","a. She found the whole meal disappointing.
b. She wanted to try the meal for months.
c. The rmeal was a genuinely enjoyable experience.
d. She always enjoyed a restaurant visit before a big day out.",,,,C1_52,The rmeal was a genuinely enjoyable experience.,171,c,"['a', 'b', 'd']","['b', 'd', 'a', 'c']",1,A_NI,3,172,180,164,164,173,165
C1_53_UA_I,unambiguous,ironic,She,ground,soaked,positive,"After the weather changed, the ground became soaked.",She says:,"""Perfect conditions for a picnic..""","a. The ground was dried out.
b. She knelt in the mud to look closely at the earth.
c. The ground was uneven where she stood.
d. The ground was moist and muddy after the rain.",Rabia,Asuka,,C1_53,The ground was dried out.,243,a,"['b', 'c', 'd']","['b', 'c', 'd', 'a']",1,UA_I,3,172,183,164,164,174,165
