Item_ID,context_level,irony_label,irony_type,context_type,pronoun,tense,context,speaker,target_utterance,answering_options,notes,tok_Gemma-3-4B,tok_Mistral-7B-Instruct,tok_OLMo-2-7B,tok_Qwen3-8B,tok_ModernBERT-8B,tok_Llama-3-8B,item_id,cg_level,topic,cg_framing,Speaker,Word Tokens,Syllable Tokens,Notes
C1B_39_H_N,unambiguous,non-ironic,PC,procedural,they,past perfect,The whole thing had taken under ten minutes and the confirmation had arrived instantly.,They say:,"""What a simple process.""","1. They had completed the form quickly and without difficulty.
2. The process had been needlessly complicated and had taken far too long.
3. They had enjoyed the process of cooking meals from scratch.
4. They had considered joining an amateur dramatics group.",,189,197,182,182,185,183,,,,,,,,
C1B_40_L_I,ambiguous,ironic,PC,procedural,she,past simple,She needed to install a piece of software she had not used before on a new work laptop.,She says:,"""That was effortless to set up.""","1. The software installed and she used it within minutes.
2. Setting it up required several painful attempts.
3. She had set up a new morning routine recently.
4. She had been meaning to sort the boxes upstairs.",,189,196,181,181,185,182,,,,,,,,
C1B_40_L_N,ambiguous,non-ironic,PC,procedural,she,past simple,She needed to install a piece of software on her new laptop and the instructions looked simple enough.,She says:,"""That was effortless to set up.""","1. The software installed and she used it within minutes.
2. Setting it up required several painful attempts.
3. She had set up a new morning routine recently.
4. She had been meaning to sort the boxes upstairs.",,189,196,181,181,185,182,,,,,,,,
C1B_40_H_I,unambiguous,ironic,PC,procedural,she,past simple,"It took her three attempts, two reboots and a call to IT before it finally worked.",She says:,"""That was effortless to set up.""","1. The software installed and she used it within minutes.
2. Setting it up required several painful attempts.
3. She had set up a new morning routine recently.
4. She had been meaning to sort the boxes upstairs.",,189,197,182,182,185,183,,,,,,,,
C1B_40_H_N,unambiguous,non-ironic,PC,procedural,she,past simple,It installed in under two minutes and opened without a single configuration issue.,She says:,"""That was effortless to set up.""","1. The software installed and she used it within minutes.
2. Setting it up required several painful attempts.
3. She had set up a new morning routine recently.
4. She had been meaning to sort the boxes upstairs.",,184,191,176,176,180,177,,,,,,,,
C1B_41_L_I,ambiguous,ironic,PC,procedural,he,past perfect,He had needed to book an appointment through a service provider's online system for the first time.,He says:,"""That was about as easy as booking gets.""","1. The booking had gone through and the confirmation had arrived immediately.
2. He had struggled with the system and had nearly lost the appointment.
3. He had always booked restaurants well ahead of time.
4. He had thought about joining a vegetable garden nearby.",,199,207,190,190,193,191,,,,,,,,
C1B_41_L_N,ambiguous,non-ironic,PC,procedural,he,past perfect,He had needed to book an appointment online and the system was described as quick and easy to use.,He says:,"""That was about as easy as booking gets.""","1. The booking had gone through and the confirmation had arrived immediately.
2. He had struggled with the system and had nearly lost the appointment.
3. He had always booked restaurants well ahead of time.
4. He had thought about joining a vegetable garden nearby.",,199,207,191,191,194,192,,,,,,,,
C1B_41_H_I,unambiguous,ironic,PC,procedural,he,past perfect,The website had timed out three times and he had been charged before receiving a confirmation.,He says:,"""That was about as easy as booking gets.""","1. The booking had gone through and the confirmation had arrived immediately.
2. He had struggled with the system and had nearly lost the appointment.
3. He had always booked restaurants well ahead of time.
4. He had thought about joining a vegetable garden nearby.",,196,205,188,188,191,189,,,,,,,,
C1B_41_H_N,unambiguous,non-ironic,PC,procedural,he,past perfect,The whole process had taken three minutes and the confirmation had arrived immediately.,He says:,"""That was about as easy as booking gets.""","1. The booking had gone through and the confirmation had arrived immediately.
2. He had struggled with the system and had nearly lost the appointment.
3. He had always booked restaurants well ahead of time.
4. He had thought about joining a vegetable garden nearby.",,193,201,185,185,188,186,,,,,,,,
C1B_42_L_I,ambiguous,ironic,EV,procedural,I,past simple,I had contacted customer support to request a refund and had already been waiting for over two weeks.,I say:,"""That refund came through without any hassle.""","1. The money was returned quickly without any hassle.
2. Getting the refund was exhausting and took many complaints.
3. I always kept my receipts to avoid any hassle later.
4. I had recently started cycling to work instead of taking the bus.",,195,208,187,187,191,188,,,,,,,,
C1B_42_L_N,ambiguous,non-ironic,EV,procedural,I,past simple,I had contacted customer support to request a refund and had heard they usually processed these quickly.,I say:,"""That refund came through without any hassle.""","1. The money was returned quickly without any hassle.
2. Getting the refund was exhausting and took many complaints.
3. I always kept my receipts to avoid any hassle later.
4. I had recently started cycling to work instead of taking the bus.",,194,207,186,186,190,187,,,,,,,,
C1B_42_H_I,unambiguous,ironic,EV,procedural,I,past simple,I was passed between four agents and the money still had not arrived three weeks later.,I say:,"""That refund came through without any hassle.""","1. The money was returned quickly without any hassle.
2. Getting the refund was exhausting and took many complaints.
3. I always kept my receipts to avoid any hassle later.
4. I had recently started cycling to work instead of taking the bus.",,193,206,185,185,189,186,,,,,,,,
C1B_42_H_N,unambiguous,non-ironic,EV,procedural,I,past simple,The refund was processed the same day and back in my account by the following morning.,I say:,"""That refund came through without any hassle.""","1. The money was returned quickly without any hassle.
2. Getting the refund was exhausting and took many complaints.
3. I always kept my receipts to avoid any hassle later.
4. I had recently started cycling to work instead of taking the bus.",,193,206,185,185,189,186,,,,,,,,
C1B_43_L_I,ambiguous,ironic,US,procedural,they,past simple,They attended a full-day training session on a topic most of the team already knew well.,They say:,"""Surely an informative session.""","1. The training was useful and they left with practical skills.
2. The session was a waste of time and taught them nothing.
3. They enjoyed reading informative books in their lunch breaks.
4. They signed up for a local volunteering programme.",,191,201,183,183,188,184,,,,,,,,
C1B_43_L_N,ambiguous,non-ironic,US,procedural,they,past simple,They attended a full-day training session that colleagues praised as genuinely useful.,They say:,"""Surely an informative session.""","1. The training was useful and they left with practical skills.
2. The session was a waste of time and taught them nothing.
3. They enjoyed reading informative books in their lunch breaks.
4. They signed up for a local volunteering programme.",,187,197,179,179,184,180,,,,,,,,
C1B_43_H_I,unambiguous,ironic,US,procedural,they,past simple,The trainer read from a printout for three hours and covered only things they already knew.,They say:,"""Surely an informative session.""","1. The training was useful and they left with practical skills.
2. The session was a waste of time and taught them nothing.
3. They enjoyed reading informative books in their lunch breaks.
4. They signed up for a local volunteering programme.",,190,200,183,183,187,184,,,,,,,,
C1B_43_H_N,unambiguous,non-ironic,US,procedural,they,past simple,The session was packed with new techniques and they applied three of them the next morning.,They say:,"""Surely an informative session.""","1. The training was useful and they left with practical skills.
2. The session was a waste of time and taught them nothing.
3. They enjoyed reading informative books in their lunch breaks.
4. They signed up for a local volunteering programme.",,189,199,182,182,186,183,,,,,,,,
C1B_44_L_I,ambiguous,ironic,EV,procedural,she,past perfect,She had submitted a piece of writing for review to a reviewer who was known for giving very minimal feedback.,She says:,"""That feedback was so useful.""","1. The reviewer had given detailed comments that helped her.
2. The feedback had been vague and had left her with no direction.
3. She had always asked friends for feedback on her outfits.
4. She had recently taken up embroidery to relax.",,195,208,187,187,192,188,,,,,,,,
C1B_44_L_N,ambiguous,non-ironic,EV,procedural,she,past perfect,She had submitted a piece of writing to a reviewer who was known for being careful and detailed.,She says:,"""That feedback was so useful.""","1. The reviewer had given detailed comments that helped her.
2. The feedback had been vague and had left her with no direction.
3. She had always asked friends for feedback on her outfits.
4. She had recently taken up embroidery to relax.",,193,206,185,185,190,186,,,,,,,,
C1B_44_H_I,unambiguous,ironic,EV,procedural,she,past perfect,Her reviewer had sent back one line saying it needed more work with no further explanation.,She says:,"""That feedback was so useful.""","1. The reviewer had given detailed comments that helped her.
2. The feedback had been vague and had left her with no direction.
3. She had always asked friends for feedback on her outfits.
4. She had recently taken up embroidery to relax.",,191,204,183,183,188,184,,,,,,,,
C1B_44_H_N,unambiguous,non-ironic,EV,procedural,she,past perfect,Her reviewer had annotated every section carefully and included specific and detailed suggestions throughout.,She says:,"""That feedback was so useful.""","1. The reviewer had given detailed comments that helped her.
2. The feedback had been vague and had left her with no direction.
3. She had always asked friends for feedback on her outfits.
4. She had recently taken up embroidery to relax.",,189,204,181,181,186,182,,,,,,,,
C1B_45_L_I,ambiguous,ironic,US,procedural,he,past simple,He had bought a new piece of flat-pack furniture from a brand he had heard others complain about assembling.,He says:,"""They really put some thought into that one.""","1. The design was clear and everything fitted together easily.
2. The design was poor and the instructions made no sense.
3. He put some thought into his future career plans.
4. He wanted to repaint the hallway but kept putting it off.",,199,208,190,190,195,191,,,,,,,,
C1B_45_L_N,ambiguous,non-ironic,US,procedural,he,past simple,He had bought a new piece of flat-pack furniture and the box said it could be assembled in under an hour.,He says:,"""They really put some thought into that one.""","1. The design was clear and everything fitted together easily.
2. The design was poor and the instructions made no sense.
3. He put some thought into his future career plans.
4. He wanted to repaint the hallway but kept putting it off.",,201,208,192,192,197,193,,,,,,,,
C1B_45_H_I,unambiguous,ironic,US,procedural,he,past simple,Three parts were missing and the instructions did not match what was in the box.,He says:,"""They really put some thought into that one.""","1. The design was clear and everything fitted together easily.
2. The design was poor and the instructions made no sense.
3. He put some thought into his future career plans.
4. He wanted to repaint the hallway but kept putting it off.",,193,200,185,185,189,186,,,,,,,,
C1B_45_H_N,unambiguous,non-ironic,US,procedural,he,past simple,Everything snapped together in a matter of minutes and the illustrated guide was perfectly clear.,He says:,"""They really put some thought into that one.""","1. The design was clear and everything fitted together easily.
2. The design was poor and the instructions made no sense.
3. He put some thought into his future career plans.
4. He wanted to repaint the hallway but kept putting it off.",,193,200,185,185,189,186,,,,,,,,
C1B_46_L_I,ambiguous,ironic,PC,procedural,I,past simple,I needed to create an account on a new platform to access a service I never used before.,I say:,"""That sign-up was a breeze.""","1. I created the account quickly and without any errors.
2. The sign up frustrated me and locked me out completely.
3. I opened the window to let in the warm breeze.
4. I sorted my old photographs into albums that afternoon.",,194,200,185,185,189,186,,,,,,,,
C1B_46_L_N,ambiguous,non-ironic,PC,procedural,I,past simple,I needed to create an account on a new platform and had my email address and details at hand.,I say:,"""That sign-up was a breeze.""","1. I created the account quickly and without any errors.
2. The sign up frustrated me and locked me out completely.
3. I opened the window to let in the warm breeze.
4. I sorted my old photographs into albums that afternoon.",,195,201,186,186,190,187,,,,,,,,
C1B_46_H_I,unambiguous,ironic,PC,procedural,I,past simple,"The account verification email never arrived and the platform locked me out after three failed login attempts.
",I say:,"""That sign-up was a breeze.""","1. I created the account quickly and without any errors.
2. The sign up frustrated me and locked me out completely.
3. I opened the window to let in the warm breeze.
4. I sorted my old photographs into albums that afternoon.",,193,200,184,184,189,185,,,,,,,,
C1B_46_H_N,unambiguous,non-ironic,PC,procedural,I,past simple,I completed the account registration in two minutes and logged straight into the platform without any issues.,I say:,"""That sign-up was a breeze.""","1. I created the account quickly and without any errors.
2. The sign up frustrated me and locked me out completely.
3. I opened the window to let in the warm breeze.
4. I sorted my old photographs into albums that afternoon.",,193,199,184,184,188,185,,,,,,,,
C1B_47_L_I,ambiguous,ironic,US,cultural,they,past simple,They joined a queue outside a popular venue on a busy weekend afternoon.,They say:,"""I am really enjoying this queue.""","1. The queue moved quickly and the staff were friendly.
2. The queue barely moved and the wait felt endless.
3. They had queued up several tasks to work through.
4. They had considered getting new headphones for a while.",,186,194,178,178,182,179,,,,,,,,
C1B_47_L_N,ambiguous,non-ironic,US,cultural,they,past simple,"They arrived at the venue early, joined the short queue and noticed it was moving steadily.
",They say:,"""I am really enjoying this queue.""","1. The queue moved quickly and the staff were friendly.
2. The queue barely moved and the wait felt endless.
3. They had queued up several tasks to work through.
4. They had considered getting new headphones for a while.",,190,200,182,182,187,183,,,,,,,,
C1B_47_H_I,unambiguous,ironic,US,cultural,they,past simple,They stood in the queue for forty-five minutes and the line barely moved.,They say:,"""I am really enjoying this queue.""","1. The queue moved quickly and the staff were friendly.
2. The queue barely moved and the wait felt endless.
3. They had queued up several tasks to work through.
4. They had considered getting new headphones for a while.",,188,196,179,179,184,180,,,,,,,,
C1B_47_H_N,unambiguous,non-ironic,US,cultural,they,past simple,A staff member offered a free sample while they waited and the queue moved quickly.,They say:,"""I am really enjoying this queue.""","1. The queue moved quickly and the staff were friendly.
2. The queue barely moved and the wait felt endless.
3. They had queued up several tasks to work through.
4. They had considered getting new headphones for a while.",,188,196,180,180,184,181,,,,,,,,
C1B_48_L_I,ambiguous,ironic,PC,cultural,she,past perfect,She had driven forty minutes to a government office to hand in a form she had filled out weeks ago.,She says:,"""I love how efficient this system is.""","1. She had left the office with everything sorted within minutes.
2. She had left the office empty handed after hours of waiting.
3. She had reorganised her entire document system.
4. She had always wanted to have a dog of her own.",,198,205,191,191,194,192,,,,,,,,
C1B_48_L_N,ambiguous,non-ironic,PC,cultural,she,past perfect,She had heard the new system at the government office had cut waiting times significantly.,She says:,"""I love how efficient this system is.""","1. She had left the office with everything sorted within minutes.
2. She had left the office empty handed after hours of waiting.
3. She had reorganised her entire document system.
4. She had always wanted to have a dog of her own.",,193,200,186,186,189,187,,,,,,,,
C1B_48_H_I,unambiguous,ironic,PC,cultural,she,past perfect,She had been redirected to three different windows by the government clerk and had been told to return the next morning.,She says:,"""I love how efficient this system is.""","1. She had left the office with everything sorted within minutes.
2. She had left the office empty handed after hours of waiting.
3. She had reorganised her entire document system.
4. She had always wanted to have a dog of her own.",,199,208,192,192,196,193,,,,,,,,
C1B_48_H_N,unambiguous,non-ironic,PC,cultural,she,past perfect,The government clerk had processed everything in ten minutes and had handed her the certificate on the spot.,She says:,"""I love how efficient this system is.""","1. She had left the office with everything sorted within minutes.
2. She had left the office empty handed after hours of waiting.
3. She had reorganised her entire document system.
4. She had always wanted to have a dog of her own.",,196,204,189,189,192,190,,,,,,,,
C1B_49_L_I,ambiguous,ironic,US,cultural,he,past simple,He went to see a film that received very mixed reviews from both critics and friends.,He says:,"""Well, that was worth watching.""","1. He enjoyed the film and left glad he came.
2. The film confused him and he left disappointed.
3. He liked watching romance movies but not dramas.
4. He missed the last train and had to take a cab.",,189,196,181,181,185,182,,,,,,,,
C1B_49_L_N,ambiguous,non-ironic,US,cultural,he,past simple,He looked forward to the film after a friend recommended it enthusiastically.,He says:,"""Well, that was worth watching.""","1. He enjoyed the film and left glad he came.
2. The film confused him and he left disappointed.
3. He liked watching romance movies but not dramas.
4. He missed the last train and had to take a cab.",,186,193,177,177,182,178,,,,,,,,
C1B_49_H_I,unambiguous,ironic,US,cultural,he,past simple,"The plot made no sense, the ending was unresolved and he fell asleep in the final act.",He says:,"""Well, that was worth watching.""","1. He enjoyed the film and left glad he came.
2. The film confused him and he left disappointed.
3. He liked watching romance movies but not dramas.
4. He missed the last train and had to take a cab.",,191,199,183,183,187,184,,,,,,,,
C1B_49_H_N,unambiguous,non-ironic,US,cultural,he,past simple,The film gripped him from the first scene and he sat in silence for a minute when it ended.,He says:,"""Well, that was worth watching.""","1. He enjoyed the film and left glad he came.
2. The film confused him and he left disappointed.
3. He liked watching romance movies but not dramas.
4. He missed the last train and had to take a cab.",,192,200,185,185,188,186,,,,,,,,
C1B_50_L_I,ambiguous,ironic,EV,cultural,I,past simple,I paid sixty euros and took an evening off work to attend a networking event full of people who could transform my future.,I say:,"""That was a great use of my evening.""","1. I came home glad the event was worth the effort.
2. I came home with nothing to show for my time.
3. I liked to spent my evenings on network events.
4. I ordered soup and forgot to ask for bread.",,200,208,192,192,195,193,,,,,,,,
C1B_50_L_N,ambiguous,non-ironic,EV,cultural,I,past simple,"I went to a similar networking event the previous year, stayed until the very end and came away with several useful contacts.",I say:,"""That was a great use of my evening.""","1. I came home glad the event was worth the effort.
2. I came home with nothing to show for my time.
3. I liked to spent my evenings on network events.
4. I ordered soup and forgot to ask for bread.",,200,207,192,192,195,193,,,,,,,,
C1B_50_H_I,unambiguous,ironic,EV,cultural,I,past simple,I spent four hours at a networking event nursing a warm drink and talking to the same two people I already knew.,I say:,"""That was a great use of my evening.""","1. I came home glad the event was worth the effort.
2. I came home with nothing to show for my time.
3. I liked to spent my evenings on network events.
4. I ordered soup and forgot to ask for bread.",,199,206,191,191,194,192,,,,,,,,
C1B_50_H_N,unambiguous,non-ironic,EV,cultural,I,past simple,I had three genuinely useful conversations at a networking event and left with two follow-up meetings booked.,I say:,"""That was a great use of my evening.""","1. I came home glad the event was worth the effort.
2. I came home with nothing to show for my time.
3. I liked to spent my evenings on network events.
4. I ordered soup and forgot to ask for bread.",,196,204,187,187,191,188,,,,,,,,
,,ironic,,situational,she,past perfect,Her slides had crashed halfway through and the client had walked out early.,,That went really smoothly.,,,145,152,140,140,141,141,C2_01_H_I,high,work presentation,Her colleague had been in the room throughout and had seen how it went.,She says to her collegue:,,,
,,ironic,,situational,she,past perfect,Her slides had crashed halfway through and the client had walked out early.,,That went really smoothly.,,,147,153,142,142,143,143,C2_01_L_I,low,work presentation,She mentioned it afterwards to a collegue who had spent the day working from home.,She says to her collegue:,,,
,,non-ironic,,situational,she,past perfect,Her manager had praised every slide and the client had signed the contract immediately.,,That went really smoothly.,,,146,153,141,141,142,142,C2_01_H_N,high,work presentation,Her colleague had been in the room throughout and had seen how it went.,She says to her collegue:,,,
,,non-ironic,,situational,she,past perfect,Her manager had praised every slide and the client had signed the contract immediately.,,That went really smoothly.,,,148,154,143,143,144,144,C2_01_L_N,low,work presentation,She mentioned it afterwards to a collegue who had spent the day working from home.,She says to her collegue:,,,
,,ironic,,situational,he,past perfect,He had waited two hours and then been told the role had already been filled.,,That was a great use of my time.,,,152,158,147,147,148,148,C2_02_H_I,high,job interview,His flatmate had driven him there and had been waiting outside the whole time.,He says to his flatmate:,,,
,,ironic,,situational,he,past perfect,He had waited two hours and then been told the role had already been filled.,,That was a great use of my time.,,,153,160,149,149,150,150,C2_02_L_I,low,job interview,He texted a cousin abroad who had no idea he had even applied for the job.,He says to his cousin:,,,
,,non-ironic,,situational,he,past perfect,The interviewer had offered him the position on the spot and shaken his hand warmly.,,That was a great use of my time.,,,154,163,149,149,152,150,C2_02_H_N,high,job interview,His flatmate had been waiting outside and had heard the good news the moment he emerged.,He says to his flatmate,,,
,,non-ironic,,situational,he,past perfect,The interviewer had offered him the position on the spot and shaken his hand warmly.,,That was a great use of my time.,,,153,163,149,149,152,150,C2_02_L_N,low,job interview,He texted a cousin abroad who had no idea he had even been to an interview.,He says to his cousine:,,,
,,ironic,,situational,they,past simple,The food arrived cold and the waiter spilled soup on their jackets.,,I really enjoyed that meal.,,,148,157,143,143,145,144,C2_03_H_I,high,restaurant meal,Both of them had been at the table together and neither had managed to finish their plate.,,,,
,,ironic,,situational,they,past simple,The food arrived cold and the waiter spilled soup on their jackets.,,I really enjoyed that meal.,,,149,159,144,144,146,145,C2_03_L_I,low,restaurant meal,One of them described it to a colleague who had not been there and knew nothing about it.,,,,
,,non-ironic,,situational,they,past simple,The food was fresh and beautifully presented and the service was impeccable.,,I really enjoyed that meal.,,,152,161,147,147,150,148,C2_03_H_N,high,restaurant meal,Both of them had shared the same meal and had already agreed it was one of the best they had tried.,,,,
,,non-ironic,,situational,they,past simple,The food was fresh and beautifully presented and the service was impeccable.,,I really enjoyed that meal.,,,149,159,144,144,147,145,C2_03_L_N,low,restaurant meal,One of them described it to a colleague who had not been there and knew nothing about it.,,,,
,,ironic,,situational,she,past simple,The gate changed twice and the flight was delayed by three hours.,,What a smooth flight.,,,145,153,140,140,142,141,C2_04_H_I,high,flight journey,Her travel companion had been through the same ordeal and did not need any explanation.,,,,
,,ironic,,situational,she,past simple,The gate changed twice and the flight was delayed by three hours.,,What a smooth flight.,,,147,154,142,142,143,143,C2_04_L_I,low,flight journey,"She told her neighbour at home, who had no idea she had even travelled that day.",,,,
,,non-ironic,,situational,she,past simple,They boarded on time and she collected her bags within minutes of landing.,,What a smooth flight.,,,149,156,144,144,145,145,C2_04_H_N,high,flight journey,Her travel companion had been beside her the whole way and already knew how well it had gone.,,,,
,,non-ironic,,situational,she,past simple,They boarded on time and she collected her bags within minutes of landing.,,What a smooth flight.,,,149,156,144,144,145,145,C2_04_L_N,low,flight journey,"She told her neighbour at home, who had no idea she had even been on a trip.",,,,
,,ironic,,situational,he,past perfect,He had been transferred three times and then disconnected without a resolution.,,That was incredibly helpful.,,,148,157,144,144,145,145,C2_05_H_I,high,customer support call,His partner had overheard the whole call from the next room and already knew exactly what had happened.,,,,
,,ironic,,situational,he,past perfect,He had been transferred three times and then disconnected without a resolution.,,That was incredibly helpful.,,,150,159,145,145,146,146,C2_05_L_I,low,customer support call,He mentioned it to an acquaintance who had no knowledge of his situation or the problem he had called about.,,,,
,,non-ironic,,situational,he,past perfect,The agent had resolved the issue in five minutes and sent a confirmation email straight away.,,That was incredibly helpful.,,,150,156,145,145,146,146,C2_05_H_N,high,customer support call,His partner had been sitting next to him and had heard the whole conversation play out.,,,,
,,non-ironic,,situational,he,past perfect,The agent had resolved the issue in five minutes and sent a confirmation email straight away.,,That was incredibly helpful.,,,154,162,149,149,150,150,C2_05_L_N,low,customer support call,He mentioned it to an acquaintance who had no knowledge of his situation or the problem he had called about.,,,,
,,ironic,,situational,I,past simple,The parcel was marked delivered but was nowhere to be found for four days.,,Well that arrived quickly.,,,150,157,145,145,146,146,C2_06_H_I,high,online delivery,My housemate had been waiting in for it too and was just as frustrated as I was.,,,,
,,ironic,,situational,I,past simple,The parcel was marked delivered but was nowhere to be found for four days.,,Well that arrived quickly.,,,150,158,145,145,146,146,C2_06_L_I,low,online delivery,I mentioned it to someone I had just started chatting with online who knew nothing about my order.,,,,
,,non-ironic,,situational,I,past simple,The parcel arrived a day early and was left exactly where I had requested.,,Well that arrived quickly.,,,150,157,145,145,146,146,C2_06_H_N,high,online delivery,My housemate had been in all day and had brought it in the moment it was delivered.,,,,
,,non-ironic,,situational,I,past simple,The parcel arrived a day early and was left exactly where I had requested.,,Well that arrived quickly.,,,150,158,145,145,146,146,C2_06_L_N,low,online delivery,I mentioned it to someone I had just started chatting with online who knew nothing about the order.,,,,
,,ironic,,situational,they,past simple,The train was cancelled and the replacement bus broke down on the motorway.,,What a reliable service.,,,148,156,144,144,145,145,C2_07_H_I,high,train journey,Both of them had been stranded together and had shared the same long wait on the platform.,,,,
,,ironic,,situational,they,past simple,The train was cancelled and the replacement bus broke down on the motorway.,,What a reliable service.,,,147,154,143,143,144,144,C2_07_L_I,low,train journey,One of them described the journey to a friend who had stayed at home that day.,,,,
,,non-ironic,,situational,they,past simple,The train arrived two minutes early and they found seats straight away.,,What a reliable service.,,,148,156,143,143,145,144,C2_07_H_N,high,train journey,Both of them had made the trip together and had been pleasantly surprised by how smoothly it went.,,,,
,,non-ironic,,situational,they,past simple,The train arrived two minutes early and they found seats straight away.,,What a reliable service.,,,146,152,141,141,142,142,C2_07_L_N,low,train journey,One of them described the journey to a friend who had stayed at home that day.,,,,
,,ironic,,situational,she,past perfect,She had been told two hours and had got it back three days later.,,That was a quick turnaround.,,,149,157,144,144,146,145,C2_08_H_I,high,car repair,Her partner had dropped her off and had been following the whole saga from the start.,,,,
,,ironic,,situational,she,past perfect,She had been told two hours and had got it back three days later.,,That was a quick turnaround.,,,151,159,146,146,148,147,C2_08_L_I,low,car repair,She mentioned it to a new colleague who had no idea she had even taken the car in.,,,,
,,non-ironic,,situational,she,past perfect,It had been ready within the hour and they had called her before she reached the caf�.,,That was a quick turnaround.,,,154,161,149,149,151,150,C2_08_H_N,high,car repair,"Her partner had dropped her off and had been updated throughout, so no explanation was needed.",,,,
,,non-ironic,,situational,she,past perfect,It had been ready within the hour and they had called her before she reached the caf�.,,That was a quick turnaround.,,,155,163,150,150,152,151,C2_08_L_N,low,car repair,She mentioned it to a new colleague who had no idea she had even taken the car in.,,,,
,,ironic,,situational,he,past simple,The tent collapsed in the night and it rained the entire weekend.,,That was a proper outdoor adventure.,,,146,154,142,142,143,143,C2_09_H_I,high,camping trip,His camping companion had lived through every moment of it and needed no explanation.,,,,
,,ironic,,situational,he,past simple,The tent collapsed in the night and it rained the entire weekend.,,That was a proper outdoor adventure.,,,149,156,145,145,146,146,C2_09_L_I,low,camping trip,He described the trip to a relative who had not known he was going away at all.,,,,
,,non-ironic,,situational,he,past simple,The weather was perfect and he came home feeling refreshed and energised.,,That was a proper outdoor adventure.,,,152,160,147,147,149,148,C2_09_H_N,high,camping trip,His camping companion had been there throughout and had already said it was the best trip they had taken.,,,,
,,non-ironic,,situational,he,past simple,The weather was perfect and he came home feeling refreshed and energised.,,That was a proper outdoor adventure.,,,150,157,145,145,147,146,C2_09_L_N,low,camping trip,He described the trip to a relative who had not known he was going away at all.,,,,
,,ironic,,situational,I,past simple,The update forced a restart right as the call started and I missed the first ten minutes.,,That was well timed.,,,153,161,148,148,149,149,C2_10_H_I,high,software update,My colleague on the call had watched my screen freeze and already knew exactly what had gone wrong.,,,,
,,ironic,,situational,I,past simple,The update forced a restart right as the call started and I missed the first ten minutes.,,That was well timed.,,,157,164,152,152,153,153,C2_10_L_I,low,software update,I mentioned it to a friend who had not been on the call and had no idea I had had any trouble.,,,,
,,non-ironic,,situational,I,past simple,The update finished with ten minutes to spare and the new version ran perfectly.,,That was well timed.,,,147,155,142,142,143,143,C2_10_H_N,high,software update,My colleague on the call had seen the whole thing go smoothly from their end.,,,,
,,non-ironic,,situational,I,past simple,The update finished with ten minutes to spare and the new version ran perfectly.,,That was well timed.,,,153,160,148,148,149,149,C2_10_L_N,low,software update,I mentioned it to a friend who had not been on the call and had no idea how it had gone.,,,,
,,ironic,,relational,they,past perfect,Two members had done nothing and the rest had found out at midnight before the deadline.,,What a team effort.,,,152,160,147,147,148,148,C2_11_H_I,high,group project,Everyone in the group had been part of the same experience and knew exactly how it had unfolded.,,,,
,,ironic,,relational,they,past perfect,Two members had done nothing and the rest had found out at midnight before the deadline.,,What a team effort.,,,152,158,147,147,148,148,C2_11_L_I,low,group project,One member described it to a student from a different course who had no connection to the project.,,,,
,,non-ironic,,relational,they,past perfect,"Everyone had contributed, communicated clearly and delivered well ahead of schedule.",,What a team effort.,,,150,157,145,145,146,146,C2_11_H_N,high,group project,Everyone in the group had been through it together and shared the same sense of how well it had gone.,,,,
,,non-ironic,,relational,they,past perfect,"Everyone had contributed, communicated clearly and delivered well ahead of schedule.",,What a team effort.,,,148,155,143,143,144,144,C2_11_L_N,low,group project,One member described it to a student from a different course who had no connection to the project.,,,,
,,ironic,,relational,she,past simple,She arrived home to find nobody there and a reminder that everyone had cancelled.,,What a wonderful surprise.,,,148,154,143,143,144,144,C2_12_H_I,high,surprise party,Her sister had been one of the people who cancelled and already knew the whole story.,,,,
,,ironic,,relational,she,past simple,She arrived home to find nobody there and a reminder that everyone had cancelled.,,What a wonderful surprise.,,,148,154,143,143,144,144,C2_12_L_I,low,surprise party,She mentioned it to someone at work who had not known about the plans at all.,,,,
,,non-ironic,,relational,she,past simple,Her friends had decorated the flat and baked her favourite cake.,,What a wonderful surprise.,,,144,152,139,139,141,140,C2_12_H_N,high,surprise party,Her sister had helped organise it and already knew how well the evening had gone.,,,,
,,non-ironic,,relational,she,past simple,Her friends had decorated the flat and baked her favourite cake.,,What a wonderful surprise.,,,145,152,140,140,141,141,C2_12_L_N,low,surprise party,She mentioned it to someone at work who had not known about the plans at all.,,,,
,,ironic,,relational,he,past simple,His colleague had picked apart every sentence without offering a single suggestion.,,That was really constructive feedback.,,,146,155,141,141,142,142,C2_13_H_I,high,colleague feedback,A third colleague had been copied on the exchange and had read the whole thread.,,,,
,,ironic,,relational,he,past simple,His colleague had picked apart every sentence without offering a single suggestion.,,That was really constructive feedback.,,,149,158,144,144,145,145,C2_13_L_I,low,colleague feedback,He told a friend outside work who had never met his colleague and knew nothing of the report.,,,,
,,non-ironic,,relational,he,past simple,His colleague had highlighted three strong points and offered two clear improvements.,,That was really constructive feedback.,,,147,156,142,142,143,143,C2_13_H_N,high,colleague feedback,A third colleague had been copied in and had seen the whole exchange from the beginning.,,,,
,,non-ironic,,relational,he,past simple,His colleague had highlighted three strong points and offered two clear improvements.,,That was really constructive feedback.,,,149,158,144,144,145,145,C2_13_L_N,low,colleague feedback,He told a friend outside work who had never met his colleague and knew nothing of the report.,,,,
