Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,chosen_option,reasoning
C1_21_UA_I,C1_21,107,1,unambiguous,ironic,2,He left feeling let down — there had been very little worth eating.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He left the buffet feeling full.
Target utterance: He says: """"Truly a feast for the senses."" ""
What meaning is He most likely conveying?
1. The buffet was a rich and satisfying spread.
2. He left feeling let down — there had been very little worth eating.
3. He looked forward to the event all week.
4. The feast day was celebrated every year in their village.
Answer:
","1
",1,
C1_37_A_NI,C1_37,108,1,ambiguous,non-ironic,4,They found the street genuinely attractive and pleasant.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The street was clean.
Target utterance: They say:  """"Such a beautiful street""""
What meaning is They most likely conveying?
1. The street artist painted a beautiful mural on the side wall.
2. A dog was barking at a squirrel.
3. It was not a pretty street at all and felt disgusting.
4. They found the street genuinely attractive and pleasant.
Answer:
","4
",4,
C1_53_A_I,C1_53,109,1,ambiguous,ironic,2,The vase was not pricy.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He broke an expensive vase.
Target utterance: He says: """"Don't worry it's worth nothing.""""
What meaning is He most likely conveying?
1. The vase was worth a lot of money.
2. The vase was not pricy.
3. The experience of breaking the vase was worth it.
4. I went on a hike and picked up flowers.
Answer:
","4
",4,
C1_12_A_NI,C1_12,110,1,ambiguous,non-ironic,3,They felt very well-rested after the sleepover.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: After the slept over they were energetic.
Target utterance: They say:  """"We never felt more rested in our lifes.""""
What meaning is They most likely conveying?
1. They felt really exhausted after the sleepover.
2. They were looking forward to the next weekend.
3. They felt very well-rested after the sleepover.
4. They rested the heavy boxes on the floor.
Answer:
","3
",3,
C1_31_A_I,C1_31,111,1,ambiguous,ironic,1,She found the whole restaurant visit disappointing.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She had a bad meal at a restaurant.
Target utterance: She says: """"That was a great restaurant visit.""""
What meaning is She most likely conveying?
1. She found the whole restaurant visit disappointing.
2. She wanted to try that museum for months.
3. The restaurant visit was a genuinely enjoyable experience.
4. She always visited the market before cooking a meal at home.
Answer:
","3
",3,
C1_26_UA_NI,C1_26,112,1,unambiguous,non-ironic,3,The picnic was nourishing and genuinely enjoyable.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They left the picnic feeling starving.
Target utterance: They say: """"Food for the soul.""""
What meaning is They most likely conveying?
1. They spent the morning preparing sandwiches and snacks.
2. There was barely anything to eat; they left unsatisfied.
3. The picnic was nourishing and genuinely enjoyable.
4. She always kept her soul music collection in good order.
Answer:
","2
",2,
C1_10_A_I,C1_10,113,1,ambiguous,ironic,3,"She clearly looked worn out, not refreshed at all.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He saw his tired girlfriend.
Target utterance: He says: """"You look so refreshed.""""
What meaning is He most likely conveying?
1. He had just bought her a refreshing cold drink.
2. He was planning to surprise her with a home-cooked meal.
3. She clearly looked worn out, not refreshed at all.
4. To him, she looked well-rested and full of energy.
Answer:
","3
",3,
C1_44_UA_I,C1_44,114,1,unambiguous,ironic,2,They thought the concert was small.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They attended a concert at a tiny venue.


Target utterance: They say: """"What a massive event.""""
What meaning is they most likely conveying?
1. They went to a stadium to watch a football game.
2. They thought the concert was small.
3. They thought the concert was huge.
4. They organized a massive event for dating.
Answer:
","3
",3,
C1_51_A_I,C1_51,115,1,ambiguous,ironic,2,They thought the lead was not promising.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They received a lukewarm lead.
Target utterance: They say: """"This is the opportunity of a lifetime.”""
What meaning is they most likely conveying?
1. They offer great deals on various products.
2. They thought the lead was not promising.
3. They thought the lead was promising.
4. There are plenty of opportunities in a lifetime.
Answer:
","3
",3,
C1_42_UA_I,C1_42,116,1,unambiguous,ironic,4,The plants had been wilting due to lack of water.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The field was parched.
Target utterance: He says: """"It is good for plants""""
What meaning is He most likely conveying?
1. The plants had been getting plenty of moisture to grow.
2. He had been reading about different farming techniques.
3. He was considering buying a new tractor.
4. The plants had been wilting due to lack of water.
Answer:
","1
",1,
C1_32_A_I,C1_32,117,1,ambiguous,ironic,4,"Anyone could have done it, there were no special abilities required.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They finished an easy task for a math class.
Target utterance: They say: """"We must be very smart.""""
What meaning is They most likely conveying?
1. They were always smart about managing her money.
2. Completing it was a genuine sign of intelligence.
3. They worked out most of the afternoon.
4. Anyone could have done it, there were no special abilities required.
Answer:
","2
",2,
C1_45_A_I,C1_45,118,1,ambiguous,ironic,1,The weather conditions were awful.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He went to the beach, and the weather was lukewarm.
Target utterance: he says: """"The weather really delivered.""""
What meaning is he most likely conveying?
1. The weather conditions were awful.
2. The delivery driver arrived in heavy rain.
3. They meant to harvest the houseplants, but forgot about it.
4. The weather conditions were perfect.
Answer:
","4
",4,
C1_54_A_NI,C1_54,119,1,ambiguous,non-ironic,4,The perfume was pricy.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She wore cheap perfume.
Target utterance: She says: """"The fragrance is worth every cent.""""
What meaning is She most likely conveying?
1. The fragrance label was worth reading.
2. The perfume was not pricy.
3. The ocean was calm and quiet.
4. The perfume was pricy.
Answer:
","4
",4,
C1_34_A_I,C1_34,120,1,ambiguous,ironic,3,"The musical was purely for laughs, there was nothing thought-provoking about it.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The musical she watched last night was really funny.
Target utterance: She says: """"This made me question my life.""""
What meaning is She most likely conveying?
1. She answered some questions about a musical.
2. She left her reading glasses on the kitchen counter.
3. The musical was purely for laughs, there was nothing thought-provoking about it.
4. The musical provoked genuine reflection long after it ended.
Answer:
","4
",4,
C1_47_UA_NI,C1_47,121,1,unambiguous,non-ironic,4,He thought there are more than enough brownie.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He baked a tiny brownie.
Target utterance: he says: """"This should be enough for the entire city.""""
What meaning is he most likely conveying?
1. He thought the brownie was not enough.
2. The city was full of people.
3. He visited a wedding hall.
4. He thought there are more than enough brownie.
Answer:
","4
",4,
C1_19_UA_NI,C1_19,122,1,unambiguous,non-ironic,1,The wedding was a beautiful and enchanting occasion.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She left the wedding feeling miserable.
Target utterance: She says: """"What a magical day.""""
What meaning is She most likely conveying?
1. The wedding was a beautiful and enchanting occasion.
2. She helped organise the flower arrangements beforehand.
3. It had been a dull, disappointing event from start to finish.
4. The magician wowed all the guests at the reception.
Answer:
","3
",3,
C1_06_A_NI,C1_06,123,1,ambiguous,non-ironic,3,The smoothie was thoroughly enjoyable.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They took a sip of their smoothies and found it unpleasant.
Target utterance: They say: """"What a treat.""""
What meaning is They most likely conveying?
1. The smoothie was thoroughly nasty.
2. She bought a new blender.
3. The smoothie was thoroughly enjoyable.
4. She was looking for a new smoothie recipe.
Answer:
","1
",1,
C1_23_UA_NI,C1_23,124,1,unambiguous,non-ironic,3,She found the tradition beautifully enduring and meaningful.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The tradition was novel.
Target utterance: She says: """"How wonderfully timeless.""""
What meaning is She most likely conveying?
1. To her, it felt stale and long past its use.
2. She read about the tradition in a local history book.
3. She found the tradition beautifully enduring and meaningful.
4. The clock ticked for over a century.
Answer:
","3
",3,
C1_42_A_NI,C1_42,125,1,ambiguous,non-ironic,3,The plants had been getting plenty of moisture to grow.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The field was wet.
Target utterance: He says: """"It is good for plants""""
What meaning is He most likely conveying?
1. He was considering buying a new tractor.
2. He had been reading about different farming techniques.
3. The plants had been getting plenty of moisture to grow.
4. The plants had been wilting due to lack of water.
Answer:
","3
",3,
C1_01_UA_I,C1_01,126,1,unambiguous,ironic,3,The cat was really hard to lift up.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He lifted the obese cat from the table.
Target utterance: He says:  """"That was easy!""""
What meaning is He most likely conveying?
1. He just got a great deal on a new car.
2. The cat was easy to lift up.
3. The cat was really hard to lift up.
4. The exam was really easy.
Answer:
","2
",2,
C1_18_UA_I,C1_18,127,1,unambiguous,ironic,1,"In his view, it was a stale method he had seen many times before.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: It was an ancient approach.
Target utterance: He says: """"How refreshingly innovative.""""
What meaning is He most likely conveying?
1. In his view, it was a stale method he had seen many times before.
2. He researched new methods for several months.
3. He found the approach genuinely new and creative.
4. Refreshments were served at the end of the presentation.
Answer:
","3
",3,
C1_22_A_NI,C1_22,128,1,ambiguous,non-ironic,2,The lecture was engaging and easy to follow.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She sat through the entire lecture and found it quiet.
Target utterance: She says: """"Could barely stay awake.""""
What meaning is She most likely conveying?
1. She was looking for a new course to take.
2. The lecture was engaging and easy to follow.
3. She forgot to set her alarm.
4. The lecture was dull and hard to sit through.
Answer:
","4
",4,
C1_41_UA_NI,C1_41,129,1,unambiguous,non-ironic,2,The garden was struggling without any water.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The garden was soaked in the morning.
Target utterance: They say:  """"That’s enough water for the day.""""
What meaning is They most likely conveying?
1. The garden was just watered and needed to dry out.
2. The garden was struggling without any water.
3. They played some boardgames at a cafe.
4. They were thinking about building a new garden shed.
Answer:
","2
",2,
C1_02_UA_I,C1_02,130,1,unambiguous,ironic,4,The dog was very light to pick up.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She picked up her obese dog.
Target utterance: She says: """"Heaviest dog ever.""""
What meaning is She most likely conveying?
1. The dog was really heavy to pick up.
2. It was the heaviest package she ever carried.
3. She just adopted a new puppy.
4. The dog was very light to pick up.
Answer:
","1
",1,
C1_46_A_NI,C1_46,131,1,ambiguous,non-ironic,3,I admired the outfit.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: I wore a pretty outfit to attend the award ceremony.
Target utterance: I say: """"I look amazing today.""""
What meaning is I most likely conveying?
1. The comedians on the stage enjoyed themselves.
2. I received an amazing award.
3. I admired the outfit.
4. I thought the outfit is ugly.
Answer:
","3
",3,
C1_43_A_I,C1_43,132,1,ambiguous,ironic,2,She thought the car is ugly.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She saw an ugly car on the street.
Target utterance: She says: """"That’s a real beauty.""""
What meaning is she most likely conveying?
1. The street was crowded.
2. She thought the car is ugly.
3. She admired the car.
4. She thought the street car is beautiful.
Answer:
","2
",2,
C1_20_A_NI,C1_20,133,1,ambiguous,non-ironic,1,They were genuinely fortunate to have such a strong suggestion.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: His colleague's suggestion was stupid.
Target utterance: They say: """"We really lucked out with that one.""""
What meaning is They most likely conveying?
1. They were genuinely fortunate to have such a strong suggestion.
2. As far as they were concerned, it was a poor suggestion they were stuck with.
3. He got lucky at the casino and it was his favourite pastime.
4. They discussed the project proposal all morning.
Answer:
","1
",1,
C1_29_A_NI,C1_29,134,1,ambiguous,non-ironic,1,Her kitchen was neatly arranged and tidy after cooking.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She finished cooking and the kitchen was dirty.
Target utterance: She says: """"I'm actually organized.""""
What meaning is She most likely conveying?
1. Her kitchen was neatly arranged and tidy after cooking.
2. Her kitchen was a mess, there was nothing organised about it.
3. She organised a charity event for the following weekend.
4. She just bought a new set of bike repair tools.
Answer:
","1
",1,
C1_17_A_NI,C1_17,135,1,ambiguous,non-ironic,4,The library was a calm and quiet environment.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She walked into the library and it was quiet.
Target utterance: She says: """"Perfect place to concentrate.""""
What meaning is She most likely conveying?
1. She looked for a new book to read.
2. She forgot her library card.
3. The library was far too noisy to concentrate.
4. The library was a calm and quiet environment.
Answer:
","4
",4,
C1_12_UA_I,C1_12,136,1,unambiguous,ironic,4,They felt really exhausted after the sleepover.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: After the slept over they were exhausted.
Target utterance: They say:  """"We never felt more rested in our lifes.""""
What meaning is They most likely conveying?
1. They felt very well-rested after the sleepover.
2. They rested the heavy boxes on the floor.
3. They were looking forward to the next weekend.
4. They felt really exhausted after the sleepover.
Answer:
","4
",4,
C1_19_UA_I,C1_19,137,1,unambiguous,ironic,2,"It had been a dull, disappointing event from start to finish.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She left the wedding feeling delighted.
Target utterance: She says: """"What a magical day.""""
What meaning is She most likely conveying?
1. She helped organise the flower arrangements beforehand.
2. It had been a dull, disappointing event from start to finish.
3. The magician wowed all the guests at the reception.
4. The wedding was a beautiful and enchanting occasion.
Answer:
","4
",4,
C1_24_A_I,C1_24,138,1,ambiguous,ironic,2,"They felt it had been a cold, hollow, and unmemorable goodbye.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They left the funeral feeling happy.
Target utterance: They say: """"A truly moving farewell.""""
What meaning is They most likely conveying?
1. The removal van was moved to the front of the house.
2. They felt it had been a cold, hollow, and unmemorable goodbye.
3. They travelled a long way to attend the service.
4. The farewell ceremony was deeply touching for everyone present.
Answer:
","4
",4,
C1_50_A_I,C1_50,139,1,ambiguous,ironic,4,They thought the dog was small.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They met a small dog.
Target utterance: They say: """"The dog can swallow us whole.""""
What meaning is they most likely conveying?
1. They went to a park and met new people.
2. They thought the dog was huge.
3. The dog swallowed a treat.
4. They thought the dog was small.
Answer:
","4
",4,
C1_22_UA_NI,C1_22,140,1,unambiguous,non-ironic,1,The lecture was engaging and easy to follow.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She sat through the entire lecture and found it inaudible.
Target utterance: She says: """"Could barely stay awake.""""
What meaning is She most likely conveying?
1. The lecture was engaging and easy to follow.
2. She forgot to set her alarm.
3. She was looking for a new course to take.
4. The lecture was dull and hard to sit through.
Answer:
","4
",4,
C1_38_A_I,C1_38,141,1,ambiguous,ironic,2,"It was entirely predictable, nobody was the least bit shocked.",Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: The situation was hilarious.
Target utterance: She says: """"I never would have guessed that.""""
What meaning is She most likely conveying?
1. The outcome came as a complete and genuine surprise.
2. It was entirely predictable, nobody was the least bit shocked.
3. She was following the situation closely for days.
4. She estimated the cost correctly on her first attempt.
Answer:
","1
",1,
C1_03_UA_I,C1_03,142,1,unambiguous,ironic,4,Getting their friend off the ground took a lot of effort.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: A few friends picked up there obese friend.
Target utterance: They say: """"Light as a feather.""""
What meaning is They most likely conveying?
1. They decided to go out for dinner.
2. Their friend was very easy to lift.
3. The feather fell gently to the ground.
4. Getting their friend off the ground took a lot of effort.
Answer:
","2
",2,
C1_09_A_I,C1_09,143,1,ambiguous,ironic,4,She noticed that the pilot made her feel even more anxious.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She noticed the scared pilot was before boarding.
Target utterance: She says: """"That really settled my nerves.""""
What meaning is She most likely conveying?
1. She settled into her seat and fastened the belt.
2. Seeing the pilot put her completely at ease.
3. She always arrived early to avoid rushing at the gate.
4. She noticed that the pilot made her feel even more anxious.
Answer:
","2
",2,
C1_35_A_I,C1_35,144,1,ambiguous,ironic,4,Nobody would want to go through that again.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He had a bad experience at the airport.
Target utterance: He says: """"I’d definitely come back again.""""
What meaning is He most likely conveying?
1. The experience was good enough that repeating it made sense.
2. He went for a run this morning despite the cold weather.
3. He wrote a short review of the experience.
4. Nobody would want to go through that again.
Answer:
","1
",1,
C1_21_UA_NI,C1_21,145,1,unambiguous,non-ironic,2,The buffet was a rich and satisfying spread.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: He left the buffet feeling starving.
Target utterance: He says: """"Truly a feast for the senses."" ""
What meaning is He most likely conveying?
1. He left feeling let down — there had been very little worth eating.
2. The buffet was a rich and satisfying spread.
3. The feast day was celebrated every year in their village.
4. He looked forward to the event all week.
Answer:
","2
",2,
C1_43_A_NI,C1_43,146,1,ambiguous,non-ironic,1,She admired the car.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: She saw a pretty car on the street.
Target utterance: She says: """"That’s a real beauty.""""
What meaning is she most likely conveying?
1. She admired the car.
2. She thought the street car is beautiful.
3. The street was crowded.
4. She thought the car is ugly.
Answer:
","1
",1,
C1_26_A_I,C1_26,147,1,ambiguous,ironic,2,There was barely anything to eat; they left unsatisfied.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from 1 to 4. Read each story and choose the number corresponding to the most likely meaning. You can only answer with 1, 2, 3, or 4.
Context: They left the picnic feeling satiated.
Target utterance: They say: """"Food for the soul.""""
What meaning is They most likely conveying?
1. She always kept her soul music collection in good order.
2. There was barely anything to eat; they left unsatisfied.
3. The picnic was nourishing and genuinely enjoyable.
4. They spent the morning preparing sandwiches and snacks.
Answer:
","3
",3,
