Item_ID,context_level,irony_label,pronoun,key word,adjective,polarity,context,speaker,target_utterance,answering_options,Writer,Reviewer,Tokens (TODO)
C1_51_A_NI,ambiguous,non-ironic,They,play,bad,negative,They left the play feeling bad.,They said: ,"""That wasn't fun at all.""","a. They found the play dull.
b. They found the play entertaining.
c. They had fun eating together.
d. They liked to watch a play in their favorite theatre.",,,
C1_51_UA_I,unambiguous,ironic,They,play,excellent,positive,They left the play feeling excellent.,They said: ,"""That wasn't fun at all.""","a. They found the play dull.
b. They found the play entertaining.
c. They had fun eating together.
d. They liked to watch a play in their favorite theatre.",,,
C1_51_UA_NI,unambiguous,non-ironic,They,play,terrible,negative,They left the play feeling terrible.,They said: ,"""That wasn't fun at all.""","a. They found the play dull.
b. They found the play entertaining.
c. They had fun eating together.
d. They liked to watch a play in their favorite theatre.",,,
"C1_52_A_I
",ambiguous,ironic,She,meal,bad,negative,She had a bad meal at a restaurant.,She says:,"""That was a great restaurant visit.""","a. The rmeal was a genuinely enjoyable experience.
b. She found the whole meal disappointing.
c. She always enjoyed a restaurant visit before a big day out.
d. She wanted to try the meal for months.",,,
C1_52_A_NI,ambiguous,non-ironic,She,meal,good,positive,She had a good meal at a restaurant.,She says:,"""That was a great restaurant visit.""","a. The rmeal was a genuinely enjoyable experience.
b. She found the whole meal disappointing.
c. She always enjoyed a restaurant visit before a big day out.
d. She wanted to try the meal for months.",,,
C1_52_UA_I,unambiguous,ironic,She,meal,terrible,negative,She had a terrible meal at a restaurant.,She says:,"""That was a great restaurant visit.""","a. The rmeal was a genuinely enjoyable experience.
b. She found the whole meal disappointing.
c. She always enjoyed a restaurant visit before a big day out.
d. She wanted to try the meal for months.",,,
C1_52_UA_NI,unambiguous,non-ironic,She,meal,excellent,positive,She had an excellent meal at a restaurant.,She says:,"""That was a great restaurant visit.""","a. The rmeal was a genuinely enjoyable experience.
b. She found the whole meal disappointing.
c. She always enjoyed a restaurant visit before a big day out.
d. She wanted to try the meal for months.",,,
"C1_53_A_I
",ambiguous,ironic,She,ground,wet,positive,"After the weather changed, the ground became wet.",She says:,"""Perfect conditions for a picnic..""","a. The ground was moist and muddy after the rain.
b. The ground was dried out.
c. She knelt in the mud to look closely at the earth.
d. The ground was uneven where she stood.",Rabia,Asuka,
C1_53_A_NI,ambiguous,non-ironic,She,ground,dry,negative,"After the weather changed, the ground became dry.",She says:,"""Perfect conditions for a picnic..""","a. The ground was moist and muddy after the rain.
b. The ground was dried out.
c. She knelt in the mud to look closely at the earth.
d. The ground was uneven where she stood.",Rabia,Asuka,
C1_53_UA_I,unambiguous,ironic,She,ground,soaked,positive,"After the weather changed, the ground became soaked.",She says:,"""Perfect conditions for a picnic..""","a. The ground was moist and muddy after the rain.
b. The ground was dried out.
c. She knelt in the mud to look closely at the earth.
d. The ground was uneven where she stood.",Rabia,Asuka,
C1_53_UA_NI,unambiguous,non-ironic,She,ground,parched,negative,"After the weather changed, the ground became parched.",She says:,"""Perfect conditions for a picnic..""","a. The ground was moist and muddy after the rain.
b. The ground was dried out.
c. She knelt in the mud to look closely at the earth.
d. The ground was uneven where she stood.",Rabia,Asuka,
"C1_54_A_I
",ambiguous,ironic,They,garden,dry,negative,The garden was dry in the morning.,They said:,"""That’s enough water for the day.""","a. The garden was struggling without any water.
b. The garden was just watered and needed to dry out.
c. They wanted a new water feature.
d. They played some boardgames in the garden.",Rabia,Asuka,
C1_54_A_NI,ambiguous,non-ironic,They,garden,wet,positive,The garden was wet in the morning.,They said:,"""That’s enough water for the day.""","a. The garden was struggling without any water.
b. The garden was just watered and needed to dry out.
c. They wanted a new water feature.
d. They played some boardgames in the garden.",Rabia,Asuka,
C1_54_UA_I,unambiguous,ironic,They,garden,parched,negative,The garden was parched in the morning.,They said:,"""That’s enough water for the day.""","a. The garden was struggling without any water.
b. The garden was just watered and needed to dry out.
c. They wanted a new water feature.
d. They played some boardgames in the garden.",Rabia,Asuka,
C1_54_UA_NI,unambiguous,non-ironic,They,garden,soaked,positive,The garden was soaked in the morning.,They said:,"""That’s enough water for the day.""","a. The garden was struggling without any water.
b. The garden was just watered and needed to dry out.
c. They wanted a new water feature.
d. They played some boardgames in the garden.",Rabia,Asuka,
"C1_55_A_I
",ambiguous,ironic,He,field,wet,positive,The field was wet.,He says:,"""Terrible news for anything trying to grow..""","a. The plants had been getting plenty of moisture to grow.
b. The plants had been wilting due to lack of water.
c. He had been reading about different farming techniques.
d. He was considering buying a new tractor.",Rabia,,
C1_55_A_NI,ambiguous,non-ironic,He,field,dry,negative,The field was dry.,He says:,"""Terrible news for anything trying to grow..""","a. The plants had been getting plenty of moisture to grow.
b. The plants had been wilting due to lack of water.
c. He had been reading about different farming techniques.
d. He was considering buying a new tractor.",Rabia,,
C1_55_UA_I,unambiguous,ironic,He,field,soaked,positive,The field was soaked.,He says:,"""Terrible news for anything trying to grow..""","a. The plants had been getting plenty of moisture to grow.
b. The plants had been wilting due to lack of water.
c. He had been reading about different farming techniques.
d. He was considering buying a new tractor.",Rabia,,
C1_55_UA_NI,unambiguous,non-ironic,He,field,parched,negative,The field was parched,He says:,"""Terrible news for anything trying to grow..""","a. The plants had been getting plenty of moisture to grow.
b. The plants had been wilting due to lack of water.
c. He had been reading about different farming techniques.
d. He was considering buying a new tractor.",Rabia,,
"C1_56_A_I
",ambiguous,ironic,She,hair,dry,negative,She saw her dry hair.,She said:,"""The rain really caught me by surprise.""","a. Her hair was soaking wet.
b. Her hair was completely dry.
c. They organised a surprise party for him.
d. She had her hair cut short last week.",,,
C1_56_A_NI,ambiguous,non-ironic,She,hair,wet,positive,She saw her wet hair.,She said:,"""The rain really caught me by surprise.""","a. Her hair was soaking wet.
b. Her hair was completely dry.
c. They organised a surprise party for him.
d. She had her hair cut short last week.",,,
C1_56_UA_I,unambiguous,ironic,She,hair,parched,negative,She saw her parched hair.,She said:,"""The rain really caught me by surprise.""","a. Her hair was soaking wet.
b. Her hair was completely dry.
c. They organised a surprise party for him.
d. She had her hair cut short last week.",,,
C1_56_UA_NI,unambiguous,non-ironic,She,hair,soaked,positive,She saw her soaked hair.,She said:,"""The rain really caught me by surprise.""","a. Her hair was soaking wet.
b. Her hair was completely dry.
c. They organised a surprise party for him.
d. She had her hair cut short last week.",,,
"C1_57_A_I
",ambiguous,ironic,I,outfit,pretty,positive,I wore a pretty outfit to attend the award ceremony.,I say:,"""I really didn't try at all today.""","a. I admired the outfit.
b. I thought the outfit was ugly.
c. I received an amazing award.
d. The comedians on the stage enjoyed themselves. ",,,
C1_57_A_NI,ambiguous,non-ironic,I,outfit,ugly,negative,I wore an ugly outfit to attend the award ceremony.,I say:,"""I really didn't try at all today.""","a. I admired the outfit.
b. I thought the outfit was ugly.
c. I received an amazing award.
d. The comedians on the stage enjoyed themselves. ",,,
C1_57_UA_I,unambiguous,ironic,I,outfit,stunning/beautiful,positive,I wore a stunnig outfit to attend the award ceremony.,I say:,"""I really didn't try at all today.""","a. I admired the outfit.
b. I thought the outfit was ugly.
c. I received an amazing award.
d. The comedians on the stage enjoyed themselves. ",,,
C1_57_UA_NI,unambiguous,non-ironic,I,outfit,hideous,negative,I wore a hideous outfit to attend the award ceremony.,I say:,"""I really didn't try at all today.""","a. I admired the outfit.
b. I thought the outfit was ugly.
c. I received an amazing award.
d. The comedians on the stage enjoyed themselves. ",,,
"C1_58_A_I
",ambiguous,ironic,she,car,ugly,negative,She saw an ugly car on the street.,She says:,"""That’s a real beauty.""","a. She admired the car.
b. She thought the car was ugly.
c. She thought the painting was beautiful.
d. She had booked a car.",Asuka,,
C1_58_A_NI,ambiguous,non-ironic,she,car,pretty,positive,She saw a pretty car on the street.,She says:,"""That’s a real beauty.""","a. She admired the car.
b. She thought the car was ugly.
c. She thought the painting was beautiful.
d. She had booked a car.",Asuka,,
C1_58_UA_I,unambiguous,ironic,she,car,hideous,negative,She saw a hideous car on the street.,She says:,"""That’s a real beauty.""","a. She admired the car.
b. She thought the car was ugly.
c. She thought the painting was beautiful.
d. She had booked a car.",Asuka,,
C1_58_UA_NI,unambiguous,non-ironic,she,car,stunning/beautiful,positive,She saw a stunning car on the street.,She says:,"""That’s a real beauty.""","a. She admired the car.
b. She thought the car was ugly.
c. She thought the painting was beautiful.
d. She had booked a car.",Asuka,,
"C1_59_A_I
",ambiguous,ironic,He,painting,pretty,positive,He looked at a pretty painting.,He said:,"""That's hard to look at.""","a. The painting was genuinely ugly.
b. The painting was genuinely beautiful.
c. He gave her a stern look.
d. They spent the weekend for this painting.",,,
C1_59_A_NI,ambiguous,non-ironic,He,painting,ugly,negative,He looked at an ugly painting.,He said:,"""That's hard to look at.""","a. The painting was genuinely ugly.
b. The painting was genuinely beautiful.
c. He gave her a stern look.
d. They spent the weekend for this painting.",,,
C1_59_UA_I,unambiguous,ironic,He,painting,stunning/beautiful,positive,He looked at a stunning painting.,He said:,"""That's hard to look at.""","a. The painting was genuinely ugly.
b. The painting was genuinely beautiful.
c. He gave her a stern look.
d. They spent the weekend for this painting.",,,
C1_59_UA_NI,unambiguous,non-ironic,He,painting,hideous,negative,He looked at a hideous painting.,He said:,"""That's hard to look at.""","a. The painting was genuinely ugly.
b. The painting was genuinely beautiful.
c. He gave her a stern look.
d. They spent the weekend for this painting.",,,
"C1_60_A_I
",ambiguous,ironic,They,bird,ugly,negative,They saw an ugly bird.,They said:,"""A real eye-catcher.""","a. They thought the bird was beautiful.
b. They thought the bird was not beautiful.
c. The bird looked at them really closely.
d. They had a great time on a trip.",,,
C1_60_A_NI,ambiguous,non-ironic,They,bird,pretty,positive,They saw a pretty bird.,They said:,"""A real eye-catcher.""","a. They thought the bird was beautiful.
b. They thought the bird was not beautiful.
c. The bird looked at them really closely.
d. They had a great time on a trip.",,,
C1_60_UA_I,unambiguous,ironic,They,bird,hideous,negative,They saw a hideous bird.,They said:,"""A real eye-catcher.""","a. They thought the bird was beautiful.
b. They thought the bird was not beautiful.
c. The bird looked at them really closely.
d. They had a great time on a trip.",,,
C1_60_UA_NI,unambiguous,non-ironic,They,bird,stunning/beautiful,positive,They saw a stunning bird.,They said:,"""A real eye-catcher.""","a. They thought the bird was beautiful.
b. They thought the bird was not beautiful.
c. The bird looked at them really closely.
d. They had a great time on a trip.",,,
"C1_61_A_I
",ambiguous,ironic,I,kettle,expensive,positive,I found a nice kettle which was expensive.,I said:,"""What a steal.""","a. The kettle was a real bargain.
b. The kettle was expensive.
c. A thief tried to steal my bag.
d. The kettle boiled over..",Rabia,Asuka,
C1_61_A_NI,ambiguous,non-ironic,I,kettle,"cheap
",negative,I found a nice kettle which was cheap.,I said:,"""What a steal.""","a. The kettle was a real bargain.
b. The kettle was expensive.
c. A thief tried to steal my bag.
d. The kettle boiled over..",Rabia,Asuka,
C1_61_UA_I,unambiguous,ironic,I,kettle,unaffordable,positive,I found a nice kettle which was overpriced.,I said:,"""What a steal.""","a. The kettle was a real bargain.
b. The kettle was expensive.
c. A thief tried to steal my bag.
d. The kettle boiled over..",Rabia,Asuka,
C1_61_UA_NI,unambiguous,non-ironic,I,kettle,free,negative,I found a nice kettle which was free.,I said:,"""What a steal.""","a. The kettle was a real bargain.
b. The kettle was expensive.
c. A thief tried to steal my bag.
d. The kettle boiled over..",Rabia,Asuka,
"C1_62_A_I
",ambiguous,ironic,He,vase,"cheap
",negative,He broke a cheap vase.,He said:,"""Well, there goes a priceless treasure""","a. The vase was worth a lot of money.
b. The vase was not pricy.
c. The experience of breaking the vase was worth it.
d. He went on a hike and picked up flowers.",,,
C1_62_A_NI,ambiguous,non-ironic,He,vase,expensive,positive,"He broke an expensive vase.
",He said:,"""Well, there goes a priceless treasure""","a. The vase was worth a lot of money.
b. The vase was not pricy.
c. The experience of breaking the vase was worth it.
d. He went on a hike and picked up flowers.",,,
C1_62_UA_I,unambiguous,ironic,He,vase,"free
",negative,"He broke a free vase.
",He said:,"""Well, there goes a priceless treasure""","a. The vase was worth a lot of money.
b. The vase was not pricy.
c. The experience of breaking the vase was worth it.
d. He went on a hike and picked up flowers.",,,
C1_62_UA_NI,unambiguous,non-ironic,He,vase,"overpriced
",positive,"He broke an overpriced vase.
",He said:,"""Well, there goes a priceless treasure""","a. The vase was worth a lot of money.
b. The vase was not pricy.
c. The experience of breaking the vase was worth it.
d. He went on a hike and picked up flowers.",,,
"C1_63_A_I
",ambiguous,ironic,She,perfume,expensive,positive,She was wearing expensive perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was pricy.
b. The perfume was not pricy.
c. The fragrance label was worth reading.
d. The ocean was calm and quiet.",,,
C1_63_A_NI,ambiguous,non-ironic,She,perfume,"cheap
",negative,She was wearing cheap perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was pricy.
b. The perfume was not pricy.
c. The fragrance label was worth reading.
d. The ocean was calm and quiet.",,,
C1_63_UA_I,unambiguous,ironic,She,perfume,"overpriced
",positive,She was wearing overpriced perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was pricy.
b. The perfume was not pricy.
c. The fragrance label was worth reading.
d. The ocean was calm and quiet.",,,
C1_63_UA_NI,unambiguous,non-ironic,She,perfume,free,negative,She was wearing free perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was pricy.
b. The perfume was not pricy.
c. The fragrance label was worth reading.
d. The ocean was calm and quiet.",,,
"C1_64_A_I
",ambiguous,ironic,She,bag,"cheap
",negative,She got a cheap bag.,She said:,"""Looks like a real designer piece.""","a. The bag was worth a lot.
b. The bag was worth very little.
c. She liked to wear that designer piece.
d. She had dark bags under her eyes.",,,
C1_64_A_NI,ambiguous,non-ironic,She,bag,expensive,positive,She got an expensive bag.,She said:,"""Looks like a real designer piece.""","a. The bag was worth a lot.
b. The bag was worth very little.
c. She liked to wear that designer piece.
d. She had dark bags under her eyes.",,,
C1_64_UA_I,unambiguous,ironic,She,bag,"free
",negative,She got a free bag.,She said:,"""Looks like a real designer piece.""","a. The bag was worth a lot.
b. The bag was worth very little.
c. She liked to wear that designer piece.
d. She had dark bags under her eyes.",,,
C1_64_UA_NI,unambiguous,non-ironic,She,bag,"overpriced
",positive,She got an overpriced bag.,She said:,"""Looks like a real designer piece.""","a. The bag was worth a lot.
b. The bag was worth very little.
c. She liked to wear that designer piece.
d. She had dark bags under her eyes.",,,
"C1_65_A_I
",ambiguous,ironic,They,house,big,positive,They moved into a big house.,They said:,"""You can barely turn around in here.""","a. The house felt cramped and tiny.
b. The house felt spacious and huge.
c. They made a sharp turn at the end of the road.
d. The house was red and blue.",,,
C1_65_A_NI,ambiguous,non-ironic,They,house,small,negative,They moved into a small house.,They said:,"""You can barely turn around in here.""","a. The house felt cramped and tiny.
b. The house felt spacious and huge.
c. They made a sharp turn at the end of the road.
d. The house was red and blue.",,,
C1_65_UA_I,unambiguous,ironic,They,house,enormous,positive,They moved into an enormous house.,They said:,"""You can barely turn around in here.""","a. The house felt cramped and tiny.
b. The house felt spacious and huge.
c. They made a sharp turn at the end of the road.
d. The house was red and blue.",,,
C1_65_UA_NI,unambiguous,non-ironic,They,house,tiny,negative,They moved into a tiny house.,They said:,"""You can barely turn around in here.""","a. The house felt cramped and tiny.
b. The house felt spacious and huge.
c. They made a sharp turn at the end of the road.
d. The house was red and blue.",,,
"C1_66_A_I
",ambiguous,ironic,they,concert,small,negative,"They attended a concert at a small venue.

",They said:,"""What a massive event.""","a. They thought the concert was huge.
b. They thought the concert was small.
c. They organized a massive event for dating.
d. They liked go to concerts.",Asuka,,
C1_66_A_NI,ambiguous,non-ironic,they,concert,big,positive,They attended a concert at a big venue.,They said:,"""What a massive event.""","a. They thought the concert was huge.
b. They thought the concert was small.
c. They organized a massive event for dating.
d. They liked go to concerts.",Asuka,,
C1_66_UA_I,unambiguous,ironic,they,concert,tiny,negative,"They attended a concert at a tiny venue.

",They said:,"""What a massive event.""","a. They thought the concert was huge.
b. They thought the concert was small.
c. They organized a massive event for dating.
d. They liked go to concerts.",Asuka,,
C1_66_UA_NI,unambiguous,non-ironic,they,concert,enormous,positive,"They attended a concert at an enormous venue.
",They said:,"""What a massive event.""","a. They thought the concert was huge.
b. They thought the concert was small.
c. They organized a massive event for dating.
d. They liked go to concerts.",Asuka,,
"C1_67_A_I
",ambiguous,ironic,She,spider,big,positive,She spotted a big spider.,She said:,"""Almost didn't see it.""","a. She thought the spider was tiny.
b. She thought the spider was huge.
c. She went to see her doctor on Monday.
d. She drew a spider diagram to plan her essay.",,,
C1_67_A_NI,ambiguous,non-ironic,She,spider,small,negative,She spotted a small spider.,She said:,"""Almost didn't see it.""","a. She thought the spider was tiny.
b. She thought the spider was huge.
c. She went to see her doctor on Monday.
d. She drew a spider diagram to plan her essay.",,,
C1_67_UA_I,unambiguous,ironic,She,spider,enormous,positive,She spotted a enormous spider.,She said:,"""Almost didn't see it.""","a. She thought the spider was tiny.
b. She thought the spider was huge.
c. She went to see her doctor on Monday.
d. She drew a spider diagram to plan her essay.",,,
C1_67_UA_NI,unambiguous,non-ironic,She,spider,tiny,negative,She spotted a tiny spider.,She said:,"""Almost didn't see it.""","a. She thought the spider was tiny.
b. She thought the spider was huge.
c. She went to see her doctor on Monday.
d. She drew a spider diagram to plan her essay.",,,
"C1_68_A_I
",ambiguous,ironic,I,dog,small,negative,I met a small dog.,I said:,"""He could swallow me whole.""","a. I thought the dog was huge.
b. I thought the dog was small.
c. I swallowed a pill.
d. The dog wore a collar.",,,
C1_68_A_NI,ambiguous,non-ironic,I,dog,big,positive,I met a big dog.,I said:,"""He could swallow me whole.""","a. I thought the dog was huge.
b. I thought the dog was small.
c. I swallowed a pill.
d. The dog wore a collar.",,,
C1_68_UA_I,unambiguous,ironic,I,dog,tiny,negative,I met a tiny dog.,I said:,"""He could swallow me whole.""","a. I thought the dog was huge.
b. I thought the dog was small.
c. I swallowed a pill.
d. The dog wore a collar.",,,
C1_68_UA_NI,unambiguous,non-ironic,I,dog,enormous,positive,I met an enormous dog.,I said:,"""He could swallow me whole.""","a. I thought the dog was huge.
b. I thought the dog was small.
c. I swallowed a pill.
d. The dog wore a collar.",,,
"C1_69_A_I
",ambiguous,ironic,She,pool,warm,positive,She jumped into a warm pool.,She said: ,"""One could catch a cold in here.""","a. The pool was super cold.
b. The pool was super warm.
c. She liked to chill on that sofa after work.
d. She played a game of pool in the bar.",,,
C1_69_A_NI,ambiguous,non-ironic,She,pool,cool,negative,She jumped into a cool pool.,She said: ,"""One could catch a cold in here.""","a. The pool was super cold.
b. The pool was super warm.
c. She liked to chill on that sofa after work.
d. She played a game of pool in the bar.",,,
C1_69_UA_I,unambiguous,ironic,She,pool,hot,positive,She jumped into a hot pool.,She said: ,"""One could catch a cold in here.""","a. The pool was super cold.
b. The pool was super warm.
c. She liked to chill on that sofa after work.
d. She played a game of pool in the bar.",,,
C1_69_UA_NI,unambiguous,non-ironic,She,pool,cold,negative,She jumped into a cold pool.,She said: ,"""One could catch a cold in here.""","a. The pool was super cold.
b. The pool was super warm.
c. She liked to chill on that sofa after work.
d. She played a game of pool in the bar.",,,
"C1_70_A_I
",ambiguous,ironic,he,beach,cool,negative,"He went to the beach, and the weather was cool.",He said:,"""Couldn't have asked for better weather.""","a. The weather conditions were perfect.
b. The weather conditions were awful.
c. The delivery driver arrived in heavy rain.
d. He meant to harvest the houseplants, but forgot about it.",Asuka,,
C1_70_A_NI,ambiguous,non-ironic,he,beach,warm,positive,"He went to the beach, and the weather was warm.",He said:,"""Couldn't have asked for better weather.""","a. The weather conditions were perfect.
b. The weather conditions were awful.
c. The delivery driver arrived in heavy rain.
d. He meant to harvest the houseplants, but forgot about it.",Asuka,,
C1_70_UA_I,unambiguous,ironic,he,beach,cold,negative,"He went to the beach, and the weather was cold.",He said:,"""Couldn't have asked for better weather.""","a. The weather conditions were perfect.
b. The weather conditions were awful.
c. The delivery driver arrived in heavy rain.
d. He meant to harvest the houseplants, but forgot about it.",Asuka,,
C1_70_UA_NI,unambiguous,non-ironic,he,beach,hot,positive,"He went to the beach, and the weather was hot.",He said:,"""Couldn't have asked for better weather.""","a. The weather conditions were perfect.
b. The weather conditions were awful.
c. The delivery driver arrived in heavy rain.
d. He meant to harvest the houseplants, but forgot about it.",Asuka,,
"C1_71_A_I
",ambiguous,ironic,I,room,warm,positive,I walked into a warm room. ,I said: ,"""Feels like the North Pole in here.""","a. The room was freezing cold.
b. The room was really warm.
c. I leaned the fishing pole against the wall.
d. There wasn't enough room in the car for everyone.",Asuka,,
C1_71_A_NI,ambiguous,non-ironic,I,room,cool,negative,I walked into a cool room. ,I said: ,"""Feels like the North Pole in here.""","a. The room was freezing cold.
b. The room was really warm.
c. I leaned the fishing pole against the wall.
d. There wasn't enough room in the car for everyone.",Asuka,,
C1_71_UA_I,unambiguous,ironic,I,room,hot,positive,I walked into a hot room. ,I said: ,"""Feels like the North Pole in here.""","a. The room was freezing cold.
b. The room was really warm.
c. I leaned the fishing pole against the wall.
d. There wasn't enough room in the car for everyone.",Asuka,,
C1_71_UA_NI,unambiguous,non-ironic,I,room,cold,negative,I walked into a cold room. ,I said: ,"""Feels like the North Pole in here.""","a. The room was freezing cold.
b. The room was really warm.
c. I leaned the fishing pole against the wall.
d. There wasn't enough room in the car for everyone.",Asuka,,
"C1_72_A_I
",ambiguous,ironic,she,coffee,cool,negative,She took a sip of the cool coffee.,She said:,"""This is what freshly made coffee tastes like.""","a. Her coffee was delicious.
b. Her coffee did not taste good.
c. Her coffee tasted like fresh mint.
d. She did an experiment in health science.",,,
C1_72_A_NI,ambiguous,non-ironic,she,coffee,warm,positive,She took a sip of the warm coffee.,She said:,"""This is what freshly made coffee tastes like.""","a. Her coffee was delicious.
b. Her coffee did not taste good.
c. Her coffee tasted like fresh mint.
d. She did an experiment in health science.",,,
C1_72_UA_I,unambiguous,ironic,she,coffee,cold,negative,She took a sip of the cold coffee.,She said:,"""This is what freshly made coffee tastes like.""","a. Her coffee was delicious.
b. Her coffee did not taste good.
c. Her coffee tasted like fresh mint.
d. She did an experiment in health science.",,,
C1_72_UA_NI,unambiguous,non-ironic,she,coffee,hot,positive,She took a sip of the hot coffee.,She said:,"""This is what freshly made coffee tastes like.""","a. Her coffee was delicious.
b. Her coffee did not taste good.
c. Her coffee tasted like fresh mint.
d. She did an experiment in health science.",,,
