Item_ID,context_level,irony_label,pronoun,key word,adjective,better adjectives,context,speaker,target_utterance,answering_options,Writer,Reviewer
C1_51_UA_NI,unambiguous,non-ironic,they,lead,hot,,They received a hot lead.,They say:,"""This is the opportunity of a lifetime.”","1. They thought the lead was promising.
2. They thought the lead was not promising.
3. There are plenty of opportunities in a lifetime.
4. They offer great deals on various products.",Asuka,
"C1_52_A_I
",ambiguous,ironic,I,kettle,expensive,,I found a nice kettle which was expensive.,I say:,"""What a steal.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. I bought a vacuum cleaner and asked to pack them.",Asuka,
C1_52_A_NI,ambiguous,non-ironic,I,kettle,"cheap
",,I found a nice kettle which was cheap.,I say:,"""What a steal.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. I bought a vacuum cleaner and asked to pack them.",Asuka,
C1_52_UA_I,unambiguous,ironic,I,kettle,unaffordable,overpriced,I found a nice kettle which was overpriced.,I say:,"""What a steal.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. I bought a vacuum cleaner and asked to pack them.",Asuka,
C1_52_UA_NI,unambiguous,non-ironic,I,kettle,free,,I found a nice kettle which was free.,I say:,"""What a steal.""","1. The weather conditions were perfect.
2. The weather conditions were awful.
3. The delivery driver arrived in heavy rain.
4. I bought a vacuum cleaner and asked to pack them.",Asuka,
"C1_53_A_I
",ambiguous,ironic,He,vase,expensive,,He broke an expensive vase.,He says:,"""Don't worry it's worth nothing.""","1. The vase was worth a lot of money.
2. The vase was not pricy.
3. The experience of breaking the vase was worth it.
4. I went on a hike and picked up flowers.",Asuka,
C1_53_A_NI,ambiguous,non-ironic,He,vase,"cheap
",,"He broke an cheap vase.
",He says:,"""Don't worry it's worth nothing.""","1. The vase was worth a lot of money.
2. The vase was not pricy.
3. The experience of breaking the vase was worth it.
4. I went on a hike and picked up flowers.",Asuka,
C1_53_UA_I,unambiguous,ironic,He,vase,"overpriced
",,"He broke an overpriced vase.
",He says:,"""Don't worry it's worth nothing.""","1. The vase was worth a lot of money.
2. The vase was not pricy.
3. The experience of breaking the vase was worth it.
4. I went on a hike and picked up flowers.",Asuka,
C1_53_UA_NI,unambiguous,non-ironic,He,vase,free,,"He broke an free vase.
",He says:,"""Don't worry it's worth nothing.""","1. The vase was worth a lot of money.
2. The vase was not pricy.
3. The experience of breaking the vase was worth it.
4. I went on a hike and picked up flowers.",Asuka,
"C1_54_A_I
",ambiguous,ironic,She,perfume,expensive,,She wore expensive perfume.,She says:,"""The fragrance is worth every cent.""","1. The perfume was pricy.
2. The perfume was not pricy.
3. The fragrance label was worth reading.
4. The ocean was calm and quiet.",,
C1_54_A_NI,ambiguous,non-ironic,She,perfume,"cheap
",,She wore cheap perfume.,She says:,"""The fragrance is worth every cent.""","1. The perfume was pricy.
2. The perfume was not pricy.
3. The fragrance label was worth reading.
4. The ocean was calm and quiet.",,
C1_54_UA_I,unambiguous,ironic,She,perfume,"overpriced
",,She wore overpriced perfume.,She says:,"""The fragrance is worth every cent.""","1. The perfume was pricy.
2. The perfume was not pricy.
3. The fragrance label was worth reading.
4. The ocean was calm and quiet.",,
C1_54_UA_NI,unambiguous,non-ironic,She,perfume,free,,She wore free perfume.,She says:,"""The fragrance is worth every cent.""","1. The perfume was pricy.
2. The perfume was not pricy.
3. The fragrance label was worth reading.
4. The ocean was calm and quiet.",,
