item_id,context_level,irony_label,irony_type,context_type,topic,pronoun,tense,context,target_utterance,Tokens,Notes,tok_Gemma-3-4B,tok_Mistral-7B-Instruct,tok_OLMo-2-7B,tok_Qwen3-8B,tok_ModernBERT-8B,tok_Llama-3-8B,cg_level,cg_framing,Explicit_sentence
C2_21_H_N,,non-ironic,,emotional,exam result,he,past simple,He passed with distinction and his tutor sent a personal note of congratulation.,Well that was worth all the effort.,,,63,71,61,61,69,62,high,His study partner had been through the same revision process and was just as delighted by the result.,
C2_21_L_N,,non-ironic,,emotional,exam result,he,past simple,He passed with distinction and his tutor sent a personal note of congratulation.,Well that was worth all the effort.,,,43,50,42,42,48,43,low,He told a relative abroad who had no idea he had even been sitting an exam.,
C2_22_H_I,,ironic,,emotional,first day at a new job,I,past simple,My laptop did not work and I sat in the wrong team meeting for an hour.,That was a great start.,,,63,69,61,61,69,62,high,My new manager had been copied on the IT ticket and was already aware of the laptop issue.,
C2_22_L_I,,ironic,,emotional,first day at a new job,I,past simple,My laptop did not work and I sat in the wrong team meeting for an hour.,That was a great start.,,,43,48,42,42,48,43,low,I mentioned it to an old friend who had no idea I had started a new job that week.,
C2_22_H_N,,non-ironic,,emotional,first day at a new job,I,past simple,My manager introduced me to everyone and I left feeling energised and welcomed.,That was a great start.,,,64,71,63,63,71,64,high,My new manager had been with me for most of the day and had seen how well the introductions had gone.,
C2_22_L_N,,non-ironic,,emotional,first day at a new job,I,past simple,My manager introduced me to everyone and I left feeling energised and welcomed.,That was a great start.,,,41,46,40,40,46,41,low,I mentioned it to an old friend who had no idea I had started a new job that week.,
C2_23_H_I,,ironic,,emotional,public speech,she,past perfect,She had lost her place twice and the microphone had cut out during the key section.,That speech was memorable.,,,61,68,58,58,67,59,high,Her co-presenter had been on stage beside her and had witnessed the whole thing.,
C2_23_L_I,,ironic,,emotional,public speech,she,past perfect,She had lost her place twice and the microphone had cut out during the key section.,That speech was memorable.,,,42,48,41,41,47,42,low,She mentioned it to someone who had not attended and had only heard there was an event.,
C2_23_H_N,,non-ironic,,emotional,public speech,she,past perfect,The audience had given her a standing ovation and three people had approached her afterwards.,That speech was memorable.,,,64,71,62,62,71,63,high,Her co-presenter had been on stage beside her and had already told her how impressive it had been.,
C2_23_L_N,,non-ironic,,emotional,public speech,she,past perfect,The audience had given her a standing ovation and three people had approached her afterwards.,That speech was memorable.,,,41,47,41,41,47,42,low,She mentioned it to someone who had not attended and had only heard there was an event.,
C2_24_H_I,,ironic,,emotional,creative project,they,past simple,The printing error made the colours wrong and the whole batch had to be redone.,That turned out exactly as planned.,,,61,68,59,59,67,60,high,Their creative partner had been involved throughout and knew the full history of the problem.,
C2_24_L_I,,ironic,,emotional,creative project,they,past simple,The printing error made the colours wrong and the whole batch had to be redone.,That turned out exactly as planned.,,,44,49,43,43,49,44,low,They described the outcome to a friend outside the industry who had no idea what the project involved.,
C2_24_H_N,,non-ironic,,emotional,creative project,they,past simple,The final piece looked even better than the mock-up and the client approved it at once.,That turned out exactly as planned.,,,64,71,61,61,70,62,high,Their creative partner had been involved at every stage and had already called it a success.,
C2_24_L_N,,non-ironic,,emotional,creative project,they,past simple,The final piece looked even better than the mock-up and the client approved it at once.,That turned out exactly as planned.,,,46,51,44,44,51,45,low,They described the outcome to a friend outside the industry who had no idea what the project involved.,
C2_25_H_I,,ironic,,emotional,learning to drive,he,past simple,He failed for the third time on the same junction he had practised over and over.,That test was no problem at all.,,,64,73,63,63,71,64,high,His instructor had been in the car and had seen exactly what had happened at the junction.,
C2_25_L_I,,ironic,,emotional,learning to drive,he,past simple,He failed for the third time on the same junction he had practised over and over.,That test was no problem at all.,,,45,52,45,45,51,46,low,He told a friend who lived abroad and had no idea he had been taking driving lessons.,
C2_25_H_N,,non-ironic,,emotional,learning to drive,he,past simple,He passed first time and his instructor said it was one of the cleanest tests she had seen.,That test was no problem at all.,,,68,75,67,67,75,68,high,His instructor had been in the car beside him and had already praised the drive on the way back.,
C2_25_L_N,,non-ironic,,emotional,learning to drive,he,past simple,He passed first time and his instructor said it was one of the cleanest tests she had seen.,That test was no problem at all.,,,47,53,47,47,53,48,low,He told a friend who lived abroad and had no idea he had been taking driving lessons.,
C2_26_H_I,,ironic,,emotional,sports competition,I,past simple,I came last and pulled a muscle on the first bend.,That was my best performance yet.,,,57,64,55,55,63,56,high,My coach had been at the finish line and had timed every split of the race.,
C2_26_L_I,,ironic,,emotional,sports competition,I,past simple,I came last and pulled a muscle on the first bend.,That was my best performance yet.,,,39,44,38,38,44,39,low,I told a colleague who had not known I competed and had no idea the event was happening.,
C2_26_H_N,,non-ironic,,emotional,sports competition,I,past simple,I shaved thirty seconds off my personal best and felt strong the whole way round.,That was my best performance yet.,,,61,68,59,59,68,60,high,My coach had been at the trackside and had already logged the new personal best.,
C2_26_L_N,,non-ironic,,emotional,sports competition,I,past simple,I shaved thirty seconds off my personal best and felt strong the whole way round.,That was my best performance yet.,,,43,49,42,42,49,43,low,I told a colleague who had not known I competed and had no idea the event was happening.,
C2_27_H_I,,ironic,,emotional,cooking for guests,she,past simple,She burned the main course and ended up ordering takeaway twenty minutes before guests arrived.,Well that was a culinary triumph.,,,64,73,62,62,72,63,high,Her guests had all been at the table and had lived through the smoke alarm and the takeaway boxes.,
C2_27_L_I,,ironic,,emotional,cooking for guests,she,past simple,She burned the main course and ended up ordering takeaway twenty minutes before guests arrived.,Well that was a culinary triumph.,,,43,50,42,42,49,43,low,She told a colleague the next morning who had heard nothing about the dinner plans.,
C2_27_H_N,,non-ironic,,emotional,cooking for guests,she,past simple,Her guests asked for the recipe and she was still getting messages about it the next day.,Well that was a culinary triumph.,,,63,71,61,61,70,62,high,Her guests had all been at the table and were already texting her about the recipe.,
C2_27_L_N,,non-ironic,,emotional,cooking for guests,she,past simple,Her guests asked for the recipe and she was still getting messages about it the next day.,Well that was a culinary triumph.,,,45,51,44,44,50,45,low,She told a colleague the next morning who had heard nothing about the dinner plans.,
C2_28_H_I,,ironic,,emotional,writing a report,he,past perfect,He had spent three hours in back-to-back interruptions and finished nothing.,That was a productive morning.,,,62,72,59,59,70,60,high,His officemate had been at the next desk all morning and had seen every interruption play out.,
C2_28_L_I,,ironic,,emotional,writing a report,he,past perfect,He had spent three hours in back-to-back interruptions and finished nothing.,That was a productive morning.,,,42,49,39,39,48,40,low,He mentioned it to his partner at home who had no idea how his working day had gone.,
C2_28_H_N,,non-ironic,,emotional,writing a report,he,past perfect,He had drafted the entire report before lunch and received positive feedback by afternoon.,That was a productive morning.,,,61,69,60,60,68,61,high,His officemate had been there the whole morning and had seen him power through without a break.,
C2_28_L_N,,non-ironic,,emotional,writing a report,he,past perfect,He had drafted the entire report before lunch and received positive feedback by afternoon.,That was a productive morning.,,,41,47,40,40,46,41,low,He mentioned it to his partner at home who had no idea how his working day had gone.,
C2_29_H_I,,ironic,,emotional,holiday booking,they,past simple,The hotel was overbooked and it rained every single day.,That was a relaxing holiday.,,,56,65,56,56,64,57,high,They had travelled together and both needed no reminder of what the week had been like.,
C2_29_L_I,,ironic,,emotional,holiday booking,they,past simple,The hotel was overbooked and it rained every single day.,That was a relaxing holiday.,,,38,45,39,39,45,40,low,One of them described it to a neighbour who had not known they were going away.,
C2_29_H_N,,non-ironic,,emotional,holiday booking,they,past simple,They had a sea-view room and spent every evening watching the sunset.,That was a relaxing holiday.,,,59,66,56,56,65,57,high,They had been together the whole week and were both still smiling about it days later.,
C2_29_L_N,,non-ironic,,emotional,holiday booking,they,past simple,They had a sea-view room and spent every evening watching the sunset.,That was a relaxing holiday.,,,41,47,39,39,46,40,low,One of them described it to a neighbour who had not known they were going away.,
C2_30_H_I,,ironic,,emotional,moving house,I,past simple,The van broke down twice and half my furniture was scratched by the time it arrived.,That move was incredibly straightforward.,,,58,67,57,57,65,58,high,My friend had helped me move and had been there for both breakdowns.,
C2_30_L_I,,ironic,,emotional,moving house,I,past simple,The van broke down twice and half my furniture was scratched by the time it arrived.,That move was incredibly straightforward.,,,43,50,42,42,48,43,low,I mentioned it to a new neighbour who had only just introduced themselves that morning.,
C2_30_H_N,,non-ironic,,emotional,moving house,I,past simple,Everything was loaded and unpacked in four hours without a single thing getting damaged.,That move was incredibly straightforward.,,,62,69,61,61,69,62,high,My friend had helped carry everything and had already said it was the easiest move they had ever done.,
C2_30_L_N,,non-ironic,,emotional,moving house,I,past simple,Everything was loaded and unpacked in four hours without a single thing getting damaged.,That move was incredibly straightforward.,,,41,47,41,41,47,42,low,I mentioned it to a new neighbour who had only just introduced themselves that morning.,
C2_31_H_I,,ironic,,environmental,outdoor event,they,past simple,It poured all afternoon and the marquee roof caved in under the water.,What perfect weather for it.,,,59,69,59,59,67,60,high,All the guests had been at the event and had stood under the collapsed marquee together.,
C2_31_L_I,,ironic,,environmental,outdoor event,they,past simple,It poured all afternoon and the marquee roof caved in under the water.,What perfect weather for it.,,,41,48,41,41,47,42,low,One of the organisers mentioned it to a supplier who had delivered early and left before it started.,
C2_31_H_N,,non-ironic,,environmental,outdoor event,they,past simple,It was warm and sunny and the light lasted long enough to finish the whole event.,What perfect weather for it.,,,62,69,60,60,68,61,high,All the guests had been there throughout and had remarked on how ideal the conditions had been.,
C2_31_L_N,,non-ironic,,environmental,outdoor event,they,past simple,It was warm and sunny and the light lasted long enough to finish the whole event.,What perfect weather for it.,,,43,49,42,42,48,43,low,One of the organisers mentioned it to a supplier who had delivered early and left before it started.,
C2_32_H_I,,ironic,,environmental,morning run,she,past simple,"It was pouring with rain, her shoe came off and she twisted her ankle at the halfway point.",What a great run.,,,65,74,63,63,71,64,high,Her running partner had been beside her when the shoe came off and had helped her limp back.,
C2_32_L_I,,ironic,,environmental,morning run,she,past simple,"It was pouring with rain, her shoe came off and she twisted her ankle at the halfway point.",What a great run.,,,45,52,44,44,50,45,low,She mentioned it to a colleague at work who had no idea she ran and did not know the route.,
C2_32_H_N,,non-ironic,,environmental,morning run,she,past simple,"The air was crisp, her pace was her best in months and she felt strong the whole way.",What a great run.,,,65,72,63,63,71,64,high,Her running partner had been beside her the whole way and had already posted about the pace online.,
C2_32_L_N,,non-ironic,,environmental,morning run,she,past simple,"The air was crisp, her pace was her best in months and she felt strong the whole way.",What a great run.,,,45,51,44,44,50,45,low,She mentioned it to a colleague at work who had no idea she ran and did not know the route.,
C2_33_H_I,,ironic,,environmental,city commute,he,past perfect,He had sat in gridlock for ninety minutes and arrived after the meeting had started.,The roads were incredibly clear today.,,,63,71,61,61,70,62,high,His passenger had been in the car with him and had experienced the same gridlock firsthand.,
C2_33_L_I,,ironic,,environmental,city commute,he,past perfect,He had sat in gridlock for ninety minutes and arrived after the meeting had started.,The roads were incredibly clear today.,,,44,50,43,43,49,44,low,He texted a friend in another city who had no idea what the traffic was usually like on that route.,
C2_33_H_N,,non-ironic,,environmental,city commute,he,past perfect,He had sailed through every junction and arrived twenty minutes ahead of schedule.,The roads were incredibly clear today.,,,61,70,59,59,67,60,high,His passenger had been in the car throughout and had already noted how unusually clear it had been.,
C2_33_L_N,,non-ironic,,environmental,city commute,he,past perfect,He had sailed through every junction and arrived twenty minutes ahead of schedule.,The roads were incredibly clear today.,,,41,48,40,40,46,41,low,He texted a friend in another city who had no idea what the traffic was usually like on that route.,
C2_34_H_I,,ironic,,environmental,picnic,I,past simple,The wind knocked over everything on the blanket and we were soaked within minutes.,I love this kind of weather.,,,60,71,59,59,67,60,high,My picnic companion had been there for every gust of wind and was just as drenched.,
C2_34_L_I,,ironic,,environmental,picnic,I,past simple,The wind knocked over everything on the blanket and we were soaked within minutes.,I love this kind of weather.,,,42,48,41,41,47,42,low,I mentioned it to someone who had spent the day indoors and had not seen the weather at all.,
C2_34_H_N,,non-ironic,,environmental,picnic,I,past simple,The sun stayed out all afternoon and we stayed until it got dark.,I love this kind of weather.,,,62,69,60,60,68,61,high,My picnic companion had been there the whole time and was still talking about how lovely it had been.,
C2_34_L_N,,non-ironic,,environmental,picnic,I,past simple,The sun stayed out all afternoon and we stayed until it got dark.,I love this kind of weather.,,,41,46,40,40,46,41,low,I mentioned it to someone who had spent the day indoors and had not seen the weather at all.,
C2_35_H_I,,ironic,,environmental,power cut,they,past simple,The power cut out right as they submitted the final report and they lost everything.,Great timing on that power cut.,,,60,66,58,58,66,59,high,The whole office had been affected and everyone already knew exactly what had been lost.,
C2_35_L_I,,ironic,,environmental,power cut,they,past simple,The power cut out right as they submitted the final report and they lost everything.,Great timing on that power cut.,,,43,48,42,42,48,43,low,One of them told a friend at home who had no idea they had been working to a deadline.,
C2_35_H_N,,non-ironic,,environmental,power cut,they,past simple,The power came back exactly as the deadline arrived and all their files were saved.,Great timing on that power cut.,,,64,70,62,62,70,63,high,The whole office had been there when it came back on and had shared the same sense of relief.,
C2_35_L_N,,non-ironic,,environmental,power cut,they,past simple,The power came back exactly as the deadline arrived and all their files were saved.,Great timing on that power cut.,,,43,48,42,42,48,43,low,One of them told a friend at home who had no idea they had been working to a deadline.,
C2_36_H_I,,ironic,,environmental,finding parking,she,past simple,"She drove around for forty minutes, missed the entrance twice and parked three streets away.",That was easy to find.,,,62,70,60,60,69,61,high,Her passenger had been in the car for every failed attempt and had seen the whole ordeal.,
C2_36_L_I,,ironic,,environmental,finding parking,she,past simple,"She drove around for forty minutes, missed the entrance twice and parked three streets away.",That was easy to find.,,,43,48,42,42,48,43,low,She told someone at the venue who had just arrived by taxi and had no idea about the parking situation.,
C2_36_H_N,,non-ironic,,environmental,finding parking,she,past simple,The building was clearly signposted and there was a free space right outside.,That was easy to find.,,,63,70,61,61,69,62,high,Her passenger had been beside her the whole time and had already commented on how lucky the space had been.,
C2_36_L_N,,non-ironic,,environmental,finding parking,she,past simple,The building was clearly signposted and there was a free space right outside.,That was easy to find.,,,41,47,40,40,46,41,low,She told someone at the venue who had just arrived by taxi and had no idea about the parking situation.,
C2_37_H_I,,ironic,,environmental,wifi connection,he,past simple,The connection dropped four times during his presentation and the screen froze on the last slide.,Technology really is a wonderful thing.,,,60,70,58,58,67,59,high,His audience had watched the screen freeze and had already sent him sympathetic messages.,
C2_37_L_I,,ironic,,environmental,wifi connection,he,past simple,The connection dropped four times during his presentation and the screen froze on the last slide.,Technology really is a wonderful thing.,,,44,52,43,43,50,44,low,He mentioned it to his partner who had been out all day and had heard nothing about the presentation.,
C2_37_H_N,,non-ironic,,environmental,wifi connection,he,past simple,Everything ran without a single glitch and the screen shared perfectly first time.,Technology really is a wonderful thing.,,,61,70,59,59,69,60,high,His audience had been watching the whole time and had already commented on how smoothly it had run.,
C2_37_L_N,,non-ironic,,environmental,wifi connection,he,past simple,Everything ran without a single glitch and the screen shared perfectly first time.,Technology really is a wonderful thing.,,,41,49,40,40,48,41,low,He mentioned it to his partner who had been out all day and had heard nothing about the presentation.,
C2_38_H_I,,ironic,,environmental,printing,I,past simple,It ran out of ink on the last page and jammed when I tried to reload it.,That printed perfectly.,,,63,72,62,62,70,63,high,My colleague had been standing next to me waiting for the same printer and had seen the whole jam.,
C2_38_L_I,,ironic,,environmental,printing,I,past simple,It ran out of ink on the last page and jammed when I tried to reload it.,That printed perfectly.,,,42,49,42,42,48,43,low,I told someone at reception who had not been anywhere near the printer room that morning.,
C2_38_H_N,,non-ironic,,environmental,printing,I,past simple,It came out double-sided and perfectly formatted without any adjustment.,That printed perfectly.,,,55,65,52,52,61,53,high,My colleague had been standing beside me and had already taken their copy without any issues.,
C2_38_L_N,,non-ironic,,environmental,printing,I,past simple,It came out double-sided and perfectly formatted without any adjustment.,That printed perfectly.,,,37,45,35,35,42,36,low,I told someone at reception who had not been anywhere near the printer room that morning.,
C2_39_H_I,,ironic,,procedural,filing a form,they,past perfect,The system had crashed twice and they had been asked to resubmit everything from scratch.,What a simple process.,,,57,66,56,56,64,57,high,The administrator had been at the desk throughout and had witnessed both crashes.,
C2_39_L_I,,ironic,,procedural,filing a form,they,past perfect,The system had crashed twice and they had been asked to resubmit everything from scratch.,What a simple process.,,,42,48,42,42,48,43,low,They told a friend who had never used the system and had no idea what the process involved.,
C2_39_H_N,,non-ironic,,procedural,filing a form,they,past perfect,The whole thing had taken under ten minutes and the confirmation arrived instantly.,What a simple process.,,,59,66,57,57,65,58,high,The administrator had been there the whole time and had seen how quickly it had all gone through.,
C2_39_L_N,,non-ironic,,procedural,filing a form,they,past perfect,The whole thing had taken under ten minutes and the confirmation arrived instantly.,What a simple process.,,,39,44,38,38,44,39,low,They told a friend who had never used the system and had no idea what the process involved.,
C2_40_H_I,,ironic,,procedural,installing software,she,past simple,"It took three attempts, two reboots and a call to IT before it finally worked.",That was effortless to set up.,,,66,75,65,65,73,66,high,The IT technician had been on the phone for the whole process and knew exactly what it had taken.,
C2_40_L_I,,ironic,,procedural,installing software,she,past simple,"It took three attempts, two reboots and a call to IT before it finally worked.",That was effortless to set up.,,,45,52,45,45,51,46,low,She mentioned it to a friend who was not familiar with the software and had no context for the process.,
C2_40_H_N,,non-ironic,,procedural,installing software,she,past simple,It installed in under two minutes and opened without a single configuration issue.,That was effortless to set up.,,,61,70,59,59,69,60,high,The IT technician had been on the phone throughout and had already noted how cleanly it had gone.,
C2_40_L_N,,non-ironic,,procedural,installing software,she,past simple,It installed in under two minutes and opened without a single configuration issue.,That was effortless to set up.,,,41,47,40,40,47,41,low,She mentioned it to a friend who was not familiar with the software and had no context for the process.,
C2_41_H_I,,ironic,,procedural,booking a service,he,past perfect,The website had timed out three times and he had been charged before receiving a confirmation.,That was straightforward to book.,,,62,70,60,60,68,61,high,His colleague had tried the same booking process that morning and had run into the same issues.,
C2_41_L_I,,ironic,,procedural,booking a service,he,past perfect,The website had timed out three times and he had been charged before receiving a confirmation.,That was straightforward to book.,,,43,49,42,42,48,43,low,He described it to a family member who had never used the service and knew nothing about it.,
C2_41_H_N,,non-ironic,,procedural,booking a service,he,past perfect,The whole process had taken three minutes and the confirmation had arrived immediately.,That was straightforward to book.,,,59,66,57,57,65,58,high,His colleague had made the same booking earlier and had already said how easy it had been.,
C2_41_L_N,,non-ironic,,procedural,booking a service,he,past perfect,The whole process had taken three minutes and the confirmation had arrived immediately.,That was straightforward to book.,,,40,45,39,39,45,40,low,He described it to a family member who had never used the service and knew nothing about it.,
C2_42_H_I,,ironic,,procedural,returns and refunds,I,past simple,I was passed between four agents and the money still had not arrived three weeks later.,That refund came through without any hassle.,,,64,72,62,62,70,63,high,My friend had bought the same product and had been following my refund saga from the start.,
C2_42_L_I,,ironic,,procedural,returns and refunds,I,past simple,I was passed between four agents and the money still had not arrived three weeks later.,That refund came through without any hassle.,,,45,51,44,44,50,45,low,I mentioned it to someone I had just met who had no knowledge of the purchase or the dispute.,
C2_42_H_N,,non-ironic,,procedural,returns and refunds,I,past simple,The refund was processed the same day and back in my account by the following morning.,That refund came through without any hassle.,,,64,71,62,62,70,63,high,My friend had bought the same product and had already asked me which process I had used.,
C2_42_L_N,,non-ironic,,procedural,returns and refunds,I,past simple,The refund was processed the same day and back in my account by the following morning.,That refund came through without any hassle.,,,45,51,44,44,50,45,low,I mentioned it to someone I had just met who had no knowledge of the purchase or the dispute.,
C2_43_H_I,,ironic,,procedural,work training session,they,past simple,The trainer read from a printout for three hours and covered nothing they did not already know.,That was well worth attending.,,,61,69,59,59,67,60,high,Their colleague had sat through the same session and already shared the same opinion.,
C2_43_L_I,,ironic,,procedural,work training session,they,past simple,The trainer read from a printout for three hours and covered nothing they did not already know.,That was well worth attending.,,,45,50,44,44,50,45,low,They described it to a friend in a different field who had no idea what the training covered.,
C2_43_H_N,,non-ironic,,procedural,work training session,they,past simple,The session was packed with new techniques and they applied three of them the next morning.,That was well worth attending.,,,61,69,59,59,67,60,high,Their colleague had been in the same room and had already started applying the same techniques.,
C2_43_L_N,,non-ironic,,procedural,work training session,they,past simple,The session was packed with new techniques and they applied three of them the next morning.,That was well worth attending.,,,43,48,42,42,48,43,low,They described it to a friend in a different field who had no idea what the training covered.,
C2_44_H_I,,ironic,,procedural,getting feedback on writing,she,past perfect,The reviewer had sent back one line saying it needed more work with no further explanation.,That feedback was so useful.,,,64,72,62,62,70,63,high,Her supervisor had read the same feedback email and had been just as surprised by how brief it was.,
C2_44_L_I,,ironic,,procedural,getting feedback on writing,she,past perfect,The reviewer had sent back one line saying it needed more work with no further explanation.,That feedback was so useful.,,,43,49,42,42,48,43,low,She told a friend outside academia who had no idea what the writing project was about.,
C2_44_H_N,,non-ironic,,procedural,getting feedback on writing,she,past perfect,The reviewer had annotated every section and included specific suggestions throughout.,That feedback was so useful.,,,56,68,54,54,62,55,high,Her supervisor had seen the annotated draft and had already commented on how thorough it was.,
C2_44_L_N,,non-ironic,,procedural,getting feedback on writing,she,past perfect,The reviewer had annotated every section and included specific suggestions throughout.,That feedback was so useful.,,,38,46,37,37,43,38,low,She told a friend outside academia who had no idea what the writing project was about.,
C2_45_H_I,,ironic,,procedural,assembly instructions,he,past simple,Three parts were missing and the instructions did not match what was in the box.,This is such a well-designed product.,,,62,70,60,60,69,61,high,His partner had been helping him and had seen every missing part and mismatched diagram.,
C2_45_L_I,,ironic,,procedural,assembly instructions,he,past simple,Three parts were missing and the instructions did not match what was in the box.,This is such a well-designed product.,,,45,51,43,43,50,44,low,He mentioned it to a stranger at the recycling point who had no connection to the product.,
C2_45_H_N,,non-ironic,,procedural,assembly instructions,he,past simple,Everything snapped together in minutes and the illustrated guide was perfectly clear.,This is such a well-designed product.,,,63,70,60,60,69,61,high,His partner had been helping him and had already said it was the easiest thing they had ever built.,
C2_45_L_N,,non-ironic,,procedural,assembly instructions,he,past simple,Everything snapped together in minutes and the illustrated guide was perfectly clear.,This is such a well-designed product.,,,42,48,40,40,47,41,low,He mentioned it to a stranger at the recycling point who had no connection to the product.,
C2_46_H_I,,ironic,,procedural,registering for an account,I,past simple,The verification email never arrived and I was locked out after the third attempt.,That sign-up process was a breeze.,,,65,72,62,62,71,63,high,My colleague had tried to sign up for the same platform that afternoon and had the exact same problem.,
C2_46_L_I,,ironic,,procedural,registering for an account,I,past simple,The verification email never arrived and I was locked out after the third attempt.,That sign-up process was a breeze.,,,44,49,42,42,49,43,low,I told a friend who did not use the platform and had no idea what signing up usually involved.,
C2_46_H_N,,non-ironic,,procedural,registering for an account,I,past simple,I was set up and logged in within two minutes without a single error message.,That sign-up process was a breeze.,,,66,73,63,63,72,64,high,My colleague had signed up the same day and had already said how quick and easy it had been.,
C2_46_L_N,,non-ironic,,procedural,registering for an account,I,past simple,I was set up and logged in within two minutes without a single error message.,That sign-up process was a breeze.,,,45,50,43,43,50,44,low,I told a friend who did not use the platform and had no idea what signing up usually involved.,
C2_47_H_I,,ironic,,cultural,queue,they,past simple,They had been standing for forty-five minutes and the line had barely moved.,I am really enjoying this queue.,,,62,69,59,59,68,60,high,The friend beside them had been in the same queue the whole time and felt equally impatient.,
C2_47_L_I,,ironic,,cultural,queue,they,past simple,They had been standing for forty-five minutes and the line had barely moved.,I am really enjoying this queue.,,,43,48,41,41,48,42,low,One of them texted a friend at home who had no idea they were waiting anywhere.,
C2_47_H_N,,non-ironic,,cultural,queue,they,past simple,A staff member offered them a free sample while they waited and the line moved quickly.,I am really enjoying this queue.,,,65,71,63,63,71,64,high,The friend beside them had been in the same queue and had already eaten two of the free samples.,
C2_47_L_N,,non-ironic,,cultural,queue,they,past simple,A staff member offered them a free sample while they waited and the line moved quickly.,I am really enjoying this queue.,,,44,49,43,43,49,44,low,One of them texted a friend at home who had no idea they were waiting anywhere.,
C2_48_H_I,,ironic,,cultural,bureaucracy,she,past perfect,She had been sent to three different windows and told to come back tomorrow.,I love how efficient this system is.,,,63,70,61,61,69,62,high,Her colleague had gone through the same office the week before and already knew how it usually went.,
C2_48_L_I,,ironic,,cultural,bureaucracy,she,past perfect,She had been sent to three different windows and told to come back tomorrow.,I love how efficient this system is.,,,43,48,42,42,48,43,low,She mentioned it to someone visiting the country who had no experience of the local system.,
C2_48_H_N,,non-ironic,,cultural,bureaucracy,she,past perfect,The clerk had processed everything in ten minutes and handed her the certificate on the spot.,I love how efficient this system is.,,,64,73,63,63,71,64,high,Her colleague had been through the same process and had already warned her it might be painless.,
C2_48_L_N,,non-ironic,,cultural,bureaucracy,she,past perfect,The clerk had processed everything in ten minutes and handed her the certificate on the spot.,I love how efficient this system is.,,,45,51,44,44,50,45,low,She mentioned it to someone visiting the country who had no experience of the local system.,
C2_49_H_I,,ironic,,cultural,film screening,he,past simple,"The plot made no sense, the ending was unresolved and he fell asleep in the final act.",Well that was worth watching.,,,64,72,62,62,70,63,high,His viewing companion had been beside him and had nudged him awake twice during the film.,
C2_49_L_I,,ironic,,cultural,film screening,he,past simple,"The plot made no sense, the ending was unresolved and he fell asleep in the final act.",Well that was worth watching.,,,45,51,44,44,50,45,low,He described it to a friend who had not seen it and had only heard the title mentioned once.,
C2_49_H_N,,non-ironic,,cultural,film screening,he,past simple,The film gripped him from the first scene and he sat in silence for a minute when it ended.,Well that was worth watching.,,,69,76,68,68,75,69,high,His viewing companion had been beside him and had already said it was one of the best films they had seen.,
C2_49_L_N,,non-ironic,,cultural,film screening,he,past simple,The film gripped him from the first scene and he sat in silence for a minute when it ended.,Well that was worth watching.,,,46,52,46,46,51,47,low,He described it to a friend who had not seen it and had only heard the title mentioned once.,
C2_50_H_I,,ironic,,cultural,networking event,I,past simple,"I spoke to no one useful, the food ran out in twenty minutes and I left feeling invisible.",That was a great use of my evening.,,,68,75,66,66,74,67,high,A colleague had attended the same event and had already sent me a commiserating message.,
C2_50_L_I,,ironic,,cultural,networking event,I,past simple,"I spoke to no one useful, the food ran out in twenty minutes and I left feeling invisible.",That was a great use of my evening.,,,49,54,48,48,54,49,low,I mentioned it to my partner who had stayed home and had no idea what the event involved.,
C2_50_H_N,,non-ironic,,cultural,networking event,I,past simple,I had three meaningful conversations and left with two follow-up meetings already booked.,That was a great use of my evening.,,,66,74,63,63,72,64,high,A colleague had been at the same event and had already said they felt the same way about it.,
C2_50_L_N,,non-ironic,,cultural,networking event,I,past simple,I had three meaningful conversations and left with two follow-up meetings already booked.,That was a great use of my evening.,,,45,51,43,43,50,44,low,I mentioned it to my partner who had stayed home and had no idea what the event involved.,
"Meeting @April 28, 2026",,,,,,,,,,,,23,28,23,23,28,24,,,
